REGION,TIMESLICE,FUEL,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Cuba,128,RESELEC,87.60141076988391,80.79166804507791,85.79580813798235,83.83672204258315,83.80578064511634,87.14713446890376,89.14538491072452,90.1259841447425,91.11736997033468,92.11966104000832,93.13297731144836,94.15744006187438,95.19317190255497,96.24029679348308,97.29894005821131,98.3692283988517,99.45128991123906,100.54525410026262,101.65125189536548,102.76941566621454,103.89987923854288,105.04277791016683,106.1982484671787,107.36642920031754,108.54745992152112,109.74148198065782,110.94863828244507,112.16907330355184,113.40293310989092,114.65036537409976,115.91151939321482,117.18654610654012
Cuba,211,RESELEC,76.54657372857878,70.59618469972744,74.96882864693353,73.25696890718532,73.22993215125133,76.14962470617698,77.89570645792867,78.7525592289659,79.61883738048452,80.49464459166981,81.38008568217816,82.27526662468219,83.18029455755365,84.09527779768675,85.02032585346124,85.95554943784937,86.90106048166568,87.85697214696395,88.82339884058052,89.80045622782697,90.78826124633302,91.78693212004268,92.7965883733632,93.81735084547007,94.84934170477032,95.89268446352276,96.94750399262152,98.01392653654028,99.09207972844222,100.1820926054551,101.28409562411508,102.3982206759803
Cuba,212,RESELEC,61.914836785560006,57.10185368799823,60.63867477776509,59.25403388237893,59.232165152671975,61.59376383954754,63.00608527221264,63.69915221020699,64.39984288451926,65.10824115624895,65.82443180896766,66.54850055886637,67.28053406501387,68.02061993972902,68.768846759066,69.52530407341575,70.29008241822332,71.06327332482373,71.84496933139675,72.63526399404216,73.43425189797661,74.24202866885435,75.05869098421176,75.88433658503801,76.71906428747349,77.56297399463567,78.41616670857668,79.27874454237094,80.15081073233702,81.03246965039274,81.92382681654705,82.82498891152902
Cuba,213,RESELEC,66.37121516357712,61.21181309887791,65.00320019979233,63.51889847886143,63.4954557268477,66.02703269150176,67.54100728231275,68.28395836241819,69.03508190440479,69.79446780535321,70.56220695121206,71.33839122767546,72.12311353117985,72.91646778002284,73.71854892560305,74.5294529637847,75.34927694638634,76.17811899279653,77.01607830171726,77.86325516303621,78.71975096982956,79.5856682304977,80.4611105810332,81.34618279742448,82.2409908081962,83.14564170708633,84.06024376586429,84.98490644728872,85.91974041820889,86.86485756280922,87.82037099600008,88.78639507695605
Cuba,214,RESELEC,72.09773471808408,66.49317857958575,70.6116871942254,68.99931967234825,68.97385427576658,71.7238561247037,73.36845669664126,74.17550972030433,74.99144032722768,75.81634617082715,76.65032597870622,77.49347956447204,78.3459078396812,79.2077128259177,80.07899766700275,80.95986664133981,81.85042517439454,82.75077985131283,83.66103842967723,84.58130985240373,85.51170426078014,86.45233300764873,87.40330867073288,88.36474506611084,89.33675726183814,90.31946159171832,91.31297566922724,92.31741840158864,93.33291000400612,94.35957201405022,95.39752730620476,96.44690010657295
Cuba,215,RESELEC,82.49184468039451,76.0792968203632,80.79155822888292,78.94674061148501,78.91760394654327,82.06406515340859,83.94576276113568,84.8691661515082,85.80272697917478,86.74655697594567,87.70076910268104,88.66547756281061,89.64079781600148,90.62684659197753,91.6237419044892,92.63160306543864,93.65055069915844,94.68070675684912,95.7221945311744,96.7751386710174,97.83966519639854,98.91590151355894,100.00397643020813,101.10402017094027,102.2161643928207,103.34054220114167,104.47728816535428,105.62653833517308,106.78843025685998,107.96310298968544,109.15069712257196,110.3513547909202
Cuba,216,RESELEC,74.64289436727873,68.84048887621573,73.10438710651844,71.43510055975932,71.40873619596205,74.25581729112645,75.95847476361858,76.7940179860184,77.6387521838646,78.49277845788708,79.35619902092381,80.22911721015403,81.1116374994657,82.00386551195983,82.90590803259133,83.81787302094988,84.7398696241803,85.67200819004624,86.6144002801367,87.56715868321827,88.53039742873364,89.50423180044972,90.48877835025468,91.48415491210736,92.49048061614064,93.50787590291814,94.53646253785028,95.57636362576652,96.62770362564994,97.69060836553211,98.76520505755296,99.85162231318598
Cuba,217,RESELEC,76.17083113176778,70.24965065552475,74.60083069505185,72.89737392610505,72.8704698849405,75.77583060489248,77.51334140095419,78.3659881563647,79.22801402608471,80.09952218037161,80.98061692435567,81.87140371052364,82.77198915133937,83.6824810320041,84.6029883233561,85.53362119491307,86.47449102805709,87.42571042936565,88.38739324408864,89.35965456977367,90.34261077004116,91.3363794885116,92.34107966288526,93.3568315391769,94.38375668610792,95.42197800965506,96.4716197677613,97.53280758520656,98.60566846864384,99.69033082179894,100.7869244608387,101.89558062990788
Cuba,218,RESELEC,81.7042079630867,75.35288746638594,80.02015594110375,78.19295274483838,78.1640942783927,81.28051289879734,83.14424395319472,84.05883063667989,84.98347777368336,85.91829602919384,86.86339728551495,87.81889465565568,88.78490249686784,89.7615364243334,90.748913325001,91.74715137157608,92.75637003666338,93.77669010706664,94.80823369824432,95.85112426892506,96.9054866358832,97.97144698887791,99.0491329057556,100.1386733677188,101.2401987747638,102.35384096128614,103.47973321186034,104.61801027719068,105.7688083902398,106.93226528253244,108.10852020064029,109.29771392284724
Cuba,221,RESELEC,78.70856678025406,72.59011406012954,77.08625962694867,75.32604986077209,75.29824947459808,78.30040626938846,80.09580461927203,80.97685847008403,81.86760391325495,82.76814755630072,83.67859717942,84.59906174839368,85.52965142762599,86.47047759332986,87.42165284685643,88.38329102817191,89.35550722948179,90.33841780900605,91.33214040490503,92.33679394935908,93.35249868280198,94.3793761683128,95.41754930616426,96.46714234853197,97.5282809143659,98.60109200442388,99.68570401647256,100.78224676065366,101.89085147502088,103.01165084124612,104.1447790004998,105.29037156950524
Cuba,222,RESELEC,62.5744386840885,57.710181078613,61.28468124542639,59.88528925303677,59.863187547578256,62.249945227972944,63.67731264875144,64.37776308788771,65.08591848185448,65.80186358515485,66.52568408459153,67.25746660952208,67.9972987422268,68.7452690283913,69.50146698770357,70.26598312456834,71.03890893893858,71.82033693726686,72.61036064357677,73.40907461065615,74.21657443137333,75.03295675011846,75.85831927436978,76.69276078638775,77.53638115503807,78.38928134774346,79.25156344256867,80.12333064043683,81.00468727748164,81.89573883753395,82.79659196474682,83.70735447635899
Cuba,223,RESELEC,68.55451557204778,63.225393477248765,67.14149935852146,65.60837110118293,65.58415719302988,68.19901111754346,69.76278834243888,70.53017901420573,71.30601098336199,72.09037710417894,72.88337125232488,73.6850883361005,74.49562430779758,75.31507617518336,76.14354201311033,76.98112097525458,77.82791330598238,78.68402035234813,79.54954457622392,80.42458956656243,81.30926005179458,82.20366191236434,83.10790219340036,84.02208911752767,84.94633209782053,85.88074175089653,86.82542991015642,87.78050963916805,88.7460952451989,89.7223022928961,90.70924761811794,91.7070493419172
Cuba,224,RESELEC,71.77466901695661,66.19522656428312,70.2952803844914,68.69013778647584,68.6647864988358,71.40246575152351,73.03969696520139,73.84313363181862,74.65540810176863,75.47661759088805,76.30686038438779,77.14623584861612,77.99484444295086,78.85278773182333,79.72016839687333,80.59709024923897,81.48365824198059,82.37997848264233,83.28615824595136,84.20230598665687,85.12853135251007,86.06494519738769,87.01165959455896,87.968787850099,88.93644451645017,89.91474540613109,90.90380760559856,91.90374948926004,92.9146907336419,93.936752331712,94.9700566073608,96.01472723004171
Cuba,225,RESELEC,83.11450685327233,76.65355601474441,81.40138635664374,79.5426437488342,79.51328715549622,82.6834983752208,84.57939934966451,85.50977274251083,86.45038024267845,87.40133442534788,88.36274910402668,89.33473934417103,90.31742147695688,91.3109131132034,92.31533315744858,93.33080182218056,94.35744064222456,95.39537248928896,96.4447215866711,97.50561352412451,98.57817527288988,99.66253520089164,100.75882308810148,101.86717014207048,102.98770901363334,104.12057381278328,105.26590012472391,106.42382502609576,107.59448710138282,108.77802645949808,109.97458475055252,111.18430518280852
Cuba,226,RESELEC,76.69559330742386,70.73362016155917,75.11477669826093,73.39958433884037,73.37249494820588,76.29787151135943,78.04735250561932,78.90587338318115,79.77383799039615,80.65135020829047,81.53851506058163,82.4354387262481,83.34222855223679,84.2589930663114,85.18584199004077,86.12288625193126,87.07023800070249,88.02801061871016,88.99631873551594,89.97527824160667,90.9650063022643,91.96562137158922,92.97724320667672,93.99999288195006,95.0339928036516,96.0793667244917,97.13623975846116,98.20473839580411,99.28499051815795,100.37712541385773,101.48127379341014,102.5975678051376
Cuba,227,RESELEC,77.78973540174408,71.74270853241512,76.18636680594284,74.44670545059476,74.41922960173855,77.38633969222339,79.16077884530945,80.03154741260786,80.91189443414655,81.80192527292212,82.70174645092423,83.61146566188447,84.53119178416517,85.46103489379098,86.40110627762263,87.35151844667651,88.31238514958996,89.28382138623537,90.26594342148394,91.25886879912032,92.2627163559106,93.27760623582562,94.30365990441972,95.34100016336822,96.38975116516536,97.45003842798214,98.52198885068997,99.60573072804746,100.70139376605596,101.80910909748262,102.9290092975549,104.06122839982795
Cuba,228,RESELEC,83.28794314800895,76.81351014594142,81.57124785700786,79.70862658297057,79.6792087307866,82.85603527806708,84.75589245766253,85.68820727469682,86.63077755471848,87.58371610782035,88.54713698500635,89.52115549184148,90.5058882022517,91.50145297247649,92.50796895517364,93.5255566136806,94.55433773643108,95.59443545153177,96.64597424149856,97.70907995815512,98.78387983769478,99.87050251590942,100.96907804358446,102.07973790206375,103.20261501898656,104.33784378419536,105.48556006582156,106.64590122654546,107.81900614003747,109.00501520757793,110.20407037486125,111.41631514898464
Cuba,311,RESELEC,82.15632256336015,75.76985669533563,80.46295174953353,78.62563762675293,78.59661947044127,81.73028295979422,83.60432706956149,84.52397466732668,85.45373838866728,86.39372951094258,87.34406053556292,88.30484520145417,89.27619849867014,90.25823668215553,91.25107728565916,92.25483913580146,93.26964236629526,94.29560843232444,95.33286012507996,96.38152158645592,97.4417183239069,98.51357722546987,99.59722657495008,100.6927960672744,101.8004168240145,102.9202214090786,104.05234384457852,105.19691962686878,106.35408574276433,107.52398068593476,108.70674447348,109.90251866268824
Cuba,312,RESELEC,71.83891525650544,66.25447858788819,70.35820240816062,68.75162303060604,68.72624905076941,71.46637882812668,73.10507554419131,73.90923137517743,74.72223292030438,75.54417748242768,76.37516343473438,77.21529023251651,78.06465842507416,78.92336966774998,79.79152673409519,80.66923352817025,81.55659509698013,82.45371764304686,83.36070853712033,84.2776763310287,85.20473077066998,86.14198280914736,87.08954462004802,88.04752961086844,89.01605243658805,89.9952290133905,90.9851765325378,91.98601347439563,92.997859622614,94.02083607846276,95.05506527532584,96.10067099335436
Cuba,313,RESELEC,72.48809772754575,66.85319651080778,70.99400420909535,69.37290675082478,69.34730347544726,72.11219482128708,73.76569985091855,74.57712254927866,75.39747089732073,76.22684307719123,77.0653383510403,77.91305707290181,78.77010070070371,79.63657180841143,80.51257409830392,81.3982124133853,82.29359274993251,83.19882227018172,84.1140093151537,85.03926341762042,85.97469531521422,86.92041696368159,87.8765415502821,88.8431835073351,89.82045852591585,90.8084835697009,91.80737688896764,92.81725803474616,93.8382478731284,94.87046859973282,95.91404375432984,96.96909823562744
Cuba,314,RESELEC,76.39172782216059,70.45337582302636,74.81717435779309,73.10877753558842,73.08179547225235,75.99558178711905,77.73813139368959,78.59325083902019,79.4577765982494,80.33181214083011,81.21546207437922,82.10883215719744,83.0120293109266,83.92516163334679,84.84833841131355,85.78167013383803,86.72526850531024,87.67924645886859,88.64371816991613,89.61879906978524,90.60460585955283,91.60125652400794,92.60887034577205,93.62756791957544,94.65747116669084,95.6987033495244,96.7513890863692,97.81565436631917,98.89162656434868,99.97943445655652,101.07920823557862,102.19107952616991
Cuba,315,RESELEC,85.08281863777354,78.46886002531986,83.32912814452887,81.42636692772048,81.39631511364658,84.64160304788693,86.58240261310051,87.53480904184464,88.49769194130492,89.47116655265924,90.45534938473844,91.45035822797068,92.4563121684783,93.47333160233156,94.50153824995716,95.54105517070673,96.59200677758449,97.65451885213784,98.72871855951132,99.814734463666,100.9126965427663,102.02273620473672,103.14498630298884,104.2795811523216,105.42665654499724,106.58634976699216,107.75879961442912,108.94414641018771,110.1425320206998,111.3540998729275,112.57899497152968,113.81736391621644
Cuba,316,RESELEC,78.7168712046535,72.59777293563722,77.09439288412123,75.33399740081717,75.30619408146556,78.30866762937643,80.10425540908287,80.98540221858279,81.8762416429872,82.77688030106002,83.68742598437166,84.60798767019982,85.53867553457198,86.47960096545226,87.4308765760722,88.39261621840903,89.36493499681151,90.3479492817764,91.34177672387588,92.34653626783856,93.36234816678476,94.3893339966194,95.42761667058224,96.47732045395853,97.53857097895217,98.61149525972058,99.69622170757754,100.7928801463608,101.90160182797077,103.02251944807846,104.1557671620073,105.30148060078932
Cuba,317,RESELEC,77.8752982257785,71.82162008435972,76.27016604581907,74.52859119458802,74.50108512437667,77.47145881149481,79.24784971341033,80.11957606025786,81.0008913969207,81.89190120228679,82.79271211551192,83.70343194878261,84.6241697002192,85.5550355669216,86.49614095815768,87.44759850869745,88.40952209229313,89.38202683530828,90.36522913049664,91.35924665093216,92.36419836409236,93.3802045460974,94.40738679610448,95.44586805086152,96.49577259942107,97.55722609801468,98.63035558509286,99.71528949652878,100.8121576809906,101.92109141548153,103.0422234210518,104.1756878786833
Cuba,318,RESELEC,80.16887904652364,73.93690816791536,78.5164725643581,76.72360490568131,76.69528872755991,79.75314576658083,81.58185487716591,82.47925528081473,83.38652708890369,84.3037788868816,85.23112045463728,86.16866277963835,87.11651807021434,88.0747997689867,89.04362256644549,90.02310241467643,91.01335654123788,92.01450346319142,93.02666300128648,94.0499562943007,95.08450581353796,96.13043537748688,97.18787016663929,98.2569367384722,99.33776304259548,100.43047843606398,101.5352136988607,102.65210104954808,103.7812741610931,104.92286817686514,106.07701972681063,107.2438669438055
Cuba,321,RESELEC,83.30178145531437,76.82627272499465,81.58480093507013,79.72187018616037,79.69244744619478,82.86980182379925,84.76997466501982,85.70244438633505,86.64517127458471,87.59826815860511,88.56184910834975,89.53602944854167,90.5209257724756,91.51665595597282,92.52333917148846,93.54109590237488,94.570047957301,95.61031848483124,96.66203198816432,97.72531434003422,98.80029279777456,99.88709601855008,100.98585407475416,102.09669846957632,103.21976215274174,104.35517953642186,105.50308651132254,106.66362046294698,107.8369202880394,109.02312641120784,110.2223808017311,111.43482699055008
Cuba,322,RESELEC,71.57384469016428,66.01001342441482,70.09859536241827,68.49794392662004,68.47266357145998,71.20268284325994,72.83533311130905,73.63652177553345,74.44652351506433,75.26543527373,76.09335506174102,76.93038196742022,77.77661616906182,78.6321589469215,79.49711269533759,80.37158093498634,81.25566832527117,82.14948067684911,83.0531249642944,83.9667093389017,84.89034314162957,85.82413691618751,86.7682024222656,87.72265264891041,88.68760182804851,89.663165448157,90.64946026808674,91.6466043310356,92.654716978677,93.67391886544246,94.70433197296232,95.74607962466486
Cuba,323,RESELEC,72.87506069878113,67.21007870760151,71.37299126586576,69.74323990842029,69.7174999551629,72.49715111128704,74.15948304132392,74.9752373547785,75.79996496568106,76.63376458030352,77.47673599068683,78.32898008658444,79.19059886753685,80.06169545507976,80.94237410508558,81.83274022024156,82.7329003626642,83.64296226665346,84.56303485158661,85.49322823495412,86.43365374553858,87.38442393673951,88.34565260004365,89.31745477864403,90.2999467812092,91.29324619580244,92.2974719039563,93.31274409489974,94.33918427994362,95.37691530702304,96.42606137540028,97.4867480505296
Cuba,324,RESELEC,76.09931074147133,70.18368994118804,74.53078445230415,72.82892713935851,72.80204835966869,75.70468109924346,77.44056046436984,78.29240662947791,79.15362310240216,80.02431295652856,80.90458039905035,81.79453078343997,82.69427062205777,83.60390759890042,84.52355058248826,85.45330963889567,86.39329604492352,87.34362230141761,88.30440214673317,89.27575057034728,90.25778382662106,91.25061944871392,92.2543762626498,93.26917440153883,94.29513531995585,95.3323818084753,96.38103800836856,97.44122942646052,98.51308295015158,99.59672686260326,100.69229085809188,101.79990605753083
Cuba,325,RESELEC,85.8544480027005,79.18050636705254,84.08485301659525,82.16483536126212,82.13451100259486,85.40923095974883,87.36763193920719,88.32867589053848,89.3002913253344,90.28259452991304,91.27570306974206,92.2797358035093,93.29481289734784,94.32105583921869,95.35858745345004,96.40753191543804,97.46801476650784,98.54016292893937,99.62410472115764,100.71996987309043,101.8278895416944,102.94799632665304,104.08042428624624,105.22530895339484,106.38278735188229,107.55299801275292,108.73608099089324,109.93217788179297,111.14143183849268,112.36398758871611,113.59999145219196,114.849591358166
Cuba,326,RESELEC,80.45353900551807,74.19943993208086,78.79526523461095,76.99603154412392,76.96761482222294,80.03632955901502,81.87153196558505,82.77211881720649,83.68261212419577,84.60312085756188,85.53375518699504,86.47462649405205,87.42584738548659,88.38753170672695,89.35979455550088,90.34275229561143,91.33652257086317,92.34122431914258,93.35697778665312,94.38390454230634,95.42212749227168,96.47177089468668,97.53296037452826,98.60582293864796,99.69048699097316,100.78708234787382,101.89574025370048,103.01659339649106,104.14977592385247,105.29542345901488,106.453673117064,107.62466352135164
Cuba,327,RESELEC,79.01970474728051,72.87706555014894,77.39098455191095,75.62381660938087,75.5959063272198,78.6099307623451,80.41242639039592,81.29696308069029,82.19122967457788,83.0953332009982,84.00938186620915,84.9334850667375,85.8677534024716,86.8122986898988,87.76723397548761,88.73267354921802,89.7087329582594,90.6955290208002,91.69317984002898,92.70180481826934,93.72152467127027,94.75246144265424,95.79473851852346,96.84848064222712,97.91381392929168,98.99086588251386,100.07976540722154,101.18064282670088,102.2936298977946,103.41885982667036,104.5564672847637,105.70658842489604
Cuba,328,RESELEC,80.62108530300009,74.35396192812391,78.95935813981264,77.15637750485465,77.12790160449366,80.20300700847741,82.04203126517551,82.94449360909245,83.85688303879246,84.77930875221914,85.71188114849353,86.65471184112701,87.6079136713794,88.57160072176457,89.54588832970391,90.53089310133068,91.52673292544532,92.53352698762517,93.551395784489,94.58046113811844,95.6208462106377,96.67267551895472,97.73607494966323,98.81117177410944,99.89809466362472,100.99697370492456,102.10794041567875,103.2311277602511,104.36667016561388,105.51470353743564,106.6753652763474,107.84879429438718
Cuba,411,RESELEC,74.20432583930044,68.4360127083545,72.67485816456313,71.01537960488423,70.98917014639068,73.81952305630014,75.51217646895923,76.34281041011779,77.18258132462908,78.03158971919997,78.88993720611114,79.75772651537842,80.63506150704757,81.52204718362508,82.4187897026449,83.32539638937403,84.24197574965714,85.16863748290332,86.10549249521522,87.05265291266264,88.01023209470189,88.97834464774361,89.95710643886882,90.94663460969628,91.947047590403,92.9584651138974,93.9810082301503,95.01479932068185,96.05996211320937,97.11662169645469,98.18490453511566,99.26493848500188
Cuba,412,RESELEC,63.7891618582151,58.83047709426162,62.47436706751768,61.04780944777941,61.025278694064575,63.458369189045705,64.91344530878298,65.62749320717961,66.34939563245858,67.07923898441561,67.81711061324415,68.5630988299899,69.31729291711974,70.07978313920808,70.8506607537393,71.63001802203048,72.4179482202728,73.21454565069575,74.01990565285338,74.83412461503481,75.65729998580017,76.48953028564398,77.33091511878608,78.18155518509263,79.04155229212871,79.9110093673421,80.79003047038289,81.67872080555702,82.57718673441815,83.48553578849676,84.4038766821702,85.33231932567404
Cuba,413,RESELEC,67.49390640645562,62.24723133489264,66.10275101325148,64.59334183361621,64.56950253963274,67.14390197306163,68.68348594906851,69.43900429450828,70.20283334174788,70.97506450850706,71.75579021810063,72.54510391049978,73.34310005351526,74.14987415410393,74.96552276979901,75.79014352026684,76.62383509898977,77.46669728507861,78.31883095521444,79.18033809572185,80.05132181477474,80.93188635473727,81.82213710463941,82.72218061279034,83.63212459953111,84.55207797012592,85.48215082779733,86.422454486903,87.37310148625895,88.33420560260781,89.30588186423647,90.28824656474302
