REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,value
Cuba,PWRCRUD007,CRUD,1,2035,3.3
Cuba,PWRCRUD007,CRUD,1,2036,3.3
Cuba,PWRCRUD007,CRUD,1,2037,3.3
Cuba,PWRCRUD007,CRUD,1,2038,3.3
Cuba,PWRCRUD007,CRUD,1,2039,3.3
Cuba,PWRCRUD007,CRUD,1,2040,3.3
Cuba,PWRCRUD007,CRUD,1,2041,3.3
Cuba,PWRCRUD007,CRUD,1,2042,3.3
Cuba,PWRCRUD007,CRUD,1,2043,3.3
Cuba,PWRCRUD007,CRUD,1,2044,3.3
Cuba,PWRCRUD007,CRUD,1,2045,3.3
Cuba,PWRCRUD007,CRUD,1,2046,3.3
Cuba,PWRCRUD007,CRUD,1,2047,3.3
Cuba,PWRCRUD007,CRUD,1,2048,3.3
Cuba,PWRCRUD007,CRUD,1,2049,3.3
Cuba,PWRCRUD007,CRUD,1,2050,3.3
Cuba,PWRCRUD007,CRUD,1,2051,3.3
Cuba,PWRCRUD007,CRUD,1,2052,3.3
Cuba,PWRCRUD007,CRUD,1,2053,3.3
Cuba,PWRCRUD007,CRUD,1,2054,3.3
Cuba,PWRCRUD007,CRUD,1,2055,3.3
Cuba,PWRCRUD007,HFO01,2,2019,3.3
Cuba,PWRCRUD007,HFO01,2,2020,3.3
Cuba,PWRCRUD007,HFO01,2,2021,3.3
Cuba,PWRCRUD007,HFO01,2,2022,3.3
Cuba,PWRCRUD007,HFO01,2,2023,3.3
Cuba,PWRCRUD007,HFO01,2,2024,3.3
Cuba,PWRCRUD007,HFO01,2,2025,3.3
Cuba,PWRCRUD007,HFO01,2,2026,3.3
Cuba,PWRCRUD007,HFO01,2,2027,3.3
Cuba,PWRCRUD007,HFO01,2,2028,3.3
Cuba,PWRCRUD007,HFO01,2,2029,3.3
Cuba,PWRCRUD007,HFO01,2,2030,3.3
Cuba,PWRCRUD007,HFO01,2,2031,3.3
Cuba,PWRCRUD007,HFO01,2,2032,3.3
Cuba,PWRCRUD007,HFO01,2,2033,3.3
Cuba,PWRCRUD007,HFO01,2,2034,3.3
Cuba,PWRCRUD007,HFO01,2,2035,3.3
Cuba,PWRCRUD007,HFO01,2,2036,3.3
Cuba,PWRCRUD007,HFO01,2,2037,3.3
Cuba,PWRCRUD007,HFO01,2,2038,3.3
Cuba,PWRCRUD007,HFO01,2,2039,3.3
Cuba,PWRCRUD007,HFO01,2,2040,3.3
Cuba,PWRCRUD007,HFO01,2,2041,3.3
Cuba,PWRCRUD007,HFO01,2,2042,3.3
Cuba,PWRCRUD007,HFO01,2,2043,3.3
Cuba,PWRCRUD007,HFO01,2,2044,3.3
Cuba,PWRCRUD007,HFO01,2,2045,3.3
Cuba,PWRCRUD007,HFO01,2,2046,3.3
Cuba,PWRCRUD007,HFO01,2,2047,3.3
Cuba,PWRCRUD007,HFO01,2,2048,3.3
Cuba,PWRCRUD007,HFO01,2,2049,3.3
Cuba,PWRCRUD007,HFO01,2,2050,3.3
Cuba,PWRCRUD007,HFO01,2,2051,3.3
Cuba,PWRCRUD007,HFO01,2,2052,3.3
Cuba,PWRCRUD007,HFO01,2,2053,3.3
Cuba,PWRCRUD007,HFO01,2,2054,3.3
Cuba,PWRCRUD007,HFO01,2,2055,3.3
Cuba,PWRCRUD009,CRUD,1,2019,2.94
Cuba,PWRCRUD009,CRUD,1,2020,2.94
Cuba,PWRCRUD009,CRUD,1,2021,2.94
Cuba,PWRCRUD009,CRUD,1,2022,2.94
Cuba,PWRCRUD009,CRUD,1,2023,2.94
Cuba,PWRCRUD009,CRUD,1,2024,2.94
Cuba,PWRCRUD009,CRUD,1,2025,2.94
Cuba,PWRCRUD009,CRUD,1,2026,2.94
Cuba,PWRCRUD009,CRUD,1,2027,2.94
Cuba,PWRCRUD009,CRUD,1,2028,2.94
Cuba,PWRCRUD009,CRUD,1,2029,2.94
Cuba,PWRCRUD009,CRUD,1,2030,2.94
Cuba,PWRCRUD009,CRUD,1,2031,2.94
Cuba,PWRCRUD009,CRUD,1,2032,2.94
Cuba,PWRCRUD009,CRUD,1,2033,2.94
Cuba,PWRCRUD009,CRUD,1,2034,2.94
Cuba,PWRCRUD009,CRUD,1,2035,2.94
Cuba,PWRCRUD009,CRUD,1,2036,2.94
Cuba,PWRCRUD009,CRUD,1,2037,2.94
Cuba,PWRCRUD009,CRUD,1,2038,2.94
Cuba,PWRCRUD009,CRUD,1,2039,2.94
Cuba,PWRCRUD009,CRUD,1,2040,2.94
Cuba,PWRCRUD009,CRUD,1,2041,2.94
Cuba,PWRCRUD009,CRUD,1,2042,2.94
Cuba,PWRCRUD009,CRUD,1,2043,2.94
Cuba,PWRCRUD009,CRUD,1,2044,2.94
Cuba,PWRCRUD009,CRUD,1,2045,2.94
Cuba,PWRCRUD009,CRUD,1,2046,2.94
Cuba,PWRCRUD009,CRUD,1,2047,2.94
Cuba,PWRCRUD009,CRUD,1,2048,2.94
Cuba,PWRCRUD009,CRUD,1,2049,2.94
Cuba,PWRCRUD009,CRUD,1,2050,2.94
Cuba,PWRCRUD009,CRUD,1,2051,2.94
Cuba,PWRCRUD009,CRUD,1,2052,2.94
Cuba,PWRCRUD009,CRUD,1,2053,2.94
Cuba,PWRCRUD009,CRUD,1,2054,2.94
Cuba,PWRCRUD009,CRUD,1,2055,2.94
Cuba,PWRCRUD009,HFO01,2,2019,3.3
Cuba,PWRCRUD009,HFO01,2,2020,3.3
Cuba,PWRCRUD009,HFO01,2,2021,3.3
Cuba,PWRCRUD009,HFO01,2,2022,3.3
Cuba,PWRCRUD009,HFO01,2,2023,3.3
Cuba,PWRCRUD009,HFO01,2,2024,3.3
Cuba,PWRCRUD009,HFO01,2,2025,3.3
Cuba,PWRCRUD009,HFO01,2,2026,3.3
Cuba,PWRCRUD009,HFO01,2,2027,3.3
Cuba,PWRCRUD009,HFO01,2,2028,3.3
Cuba,PWRCRUD009,HFO01,2,2029,3.3
Cuba,PWRCRUD009,HFO01,2,2030,3.3
Cuba,PWRCRUD009,HFO01,2,2031,3.3
Cuba,PWRCRUD009,HFO01,2,2032,3.3
Cuba,PWRCRUD009,HFO01,2,2033,3.3
Cuba,PWRCRUD009,HFO01,2,2034,3.3
Cuba,PWRCRUD009,HFO01,2,2035,3.3
Cuba,PWRCRUD009,HFO01,2,2036,3.3
Cuba,PWRCRUD009,HFO01,2,2037,3.3
Cuba,PWRCRUD009,HFO01,2,2038,3.3
Cuba,PWRCRUD009,HFO01,2,2039,3.3
Cuba,PWRCRUD009,HFO01,2,2040,3.3
Cuba,PWRCRUD009,HFO01,2,2041,3.3
Cuba,PWRCRUD009,HFO01,2,2042,3.3
Cuba,PWRCRUD009,HFO01,2,2043,3.3
Cuba,PWRCRUD009,HFO01,2,2044,3.3
Cuba,PWRCRUD009,HFO01,2,2045,3.3
Cuba,PWRCRUD009,HFO01,2,2046,3.3
Cuba,PWRCRUD009,HFO01,2,2047,3.3
Cuba,PWRCRUD009,HFO01,2,2048,3.3
Cuba,PWRCRUD009,HFO01,2,2049,3.3
Cuba,PWRCRUD009,HFO01,2,2050,3.3
Cuba,PWRCRUD009,HFO01,2,2051,3.3
Cuba,PWRCRUD009,HFO01,2,2052,3.3
Cuba,PWRCRUD009,HFO01,2,2053,3.3
Cuba,PWRCRUD009,HFO01,2,2054,3.3
Cuba,PWRCRUD009,HFO01,2,2055,3.3
Cuba,PWRNG01,NG,1,2019,2.2
Cuba,PWRNG01,NG,1,2020,2.2
Cuba,PWRNG01,NG,1,2021,2.2
Cuba,PWRNG01,NG,1,2022,2.2
Cuba,PWRNG01,NG,1,2023,2.2
Cuba,PWRNG01,NG,1,2024,2.2
Cuba,PWRNG01,NG,1,2025,2.2
Cuba,PWRNG01,NG,1,2026,2.2
Cuba,PWRNG01,NG,1,2027,2.2
Cuba,PWRNG01,NG,1,2028,2.2
Cuba,PWRNG01,NG,1,2029,2.2
Cuba,PWRNG01,NG,1,2030,2.2
Cuba,PWRNG01,NG,1,2031,2.2
Cuba,PWRNG01,NG,1,2032,2.2
Cuba,PWRNG01,NG,1,2033,2.2
Cuba,PWRNG01,NG,1,2034,2.2
Cuba,PWRNG01,NG,1,2035,2.2
Cuba,PWRNG01,NG,1,2036,2.2
Cuba,PWRNG01,NG,1,2037,2.2
Cuba,PWRNG01,NG,1,2038,2.2
Cuba,PWRNG01,NG,1,2039,2.2
Cuba,PWRNG01,NG,1,2040,2.2
Cuba,PWRNG01,NG,1,2041,2.2
Cuba,PWRNG01,NG,1,2042,2.2
Cuba,PWRNG01,NG,1,2043,2.2
Cuba,PWRNG01,NG,1,2044,2.2
Cuba,PWRNG01,NG,1,2045,2.2
Cuba,PWRNG01,NG,1,2046,2.2
Cuba,PWRNG01,NG,1,2047,2.2
Cuba,PWRNG01,NG,1,2048,2.2
Cuba,PWRNG01,NG,1,2049,2.2
Cuba,PWRNG01,NG,1,2050,2.2
Cuba,PWRNG01,NG,1,2051,2.2
Cuba,PWRNG01,NG,1,2052,2.2
Cuba,PWRNG01,NG,1,2053,2.2
Cuba,PWRNG01,NG,1,2054,2.2
Cuba,PWRNG01,NG,1,2055,2.2
Cuba,PWRNG02,NG,1,2019,2.2
Cuba,PWRNG02,NG,1,2020,2.2
Cuba,PWRNG02,NG,1,2021,2.2
Cuba,PWRNG02,NG,1,2022,2.2
Cuba,PWRNG02,NG,1,2023,2.2
Cuba,PWRNG02,NG,1,2024,2.2
Cuba,PWRNG02,NG,1,2025,2.2
Cuba,PWRNG02,NG,1,2026,2.2
Cuba,PWRNG02,NG,1,2027,2.2
Cuba,PWRNG02,NG,1,2028,2.2
Cuba,PWRNG02,NG,1,2029,2.2
Cuba,PWRNG02,NG,1,2030,2.2
Cuba,PWRNG02,NG,1,2031,2.2
Cuba,PWRNG02,NG,1,2032,2.2
Cuba,PWRNG02,NG,1,2033,2.2
Cuba,PWRNG02,NG,1,2034,2.2
Cuba,PWRNG02,NG,1,2035,2.2
Cuba,PWRNG02,NG,1,2036,2.2
Cuba,PWRNG02,NG,1,2037,2.2
Cuba,PWRNG02,NG,1,2038,2.2
Cuba,PWRNG02,NG,1,2039,2.2
Cuba,PWRNG02,NG,1,2040,2.2
Cuba,PWRNG02,NG,1,2041,2.2
Cuba,PWRNG02,NG,1,2042,2.2
Cuba,PWRNG02,NG,1,2043,2.2
Cuba,PWRNG02,NG,1,2044,2.2
Cuba,PWRNG02,NG,1,2045,2.2
Cuba,PWRNG02,NG,1,2046,2.2
Cuba,PWRNG02,NG,1,2047,2.2
Cuba,PWRNG02,NG,1,2048,2.2
Cuba,PWRNG02,NG,1,2049,2.2
Cuba,PWRNG02,NG,1,2050,2.2
Cuba,PWRNG02,NG,1,2051,2.2
Cuba,PWRNG02,NG,1,2052,2.2
Cuba,PWRNG02,NG,1,2053,2.2
Cuba,PWRNG02,NG,1,2054,2.2
Cuba,PWRNG02,NG,1,2055,2.2
Cuba,PWRGHFO2,HFO02,1,2019,2.5
Cuba,PWRGHFO2,HFO02,1,2020,2.5
Cuba,PWRGHFO2,HFO02,1,2021,2.5
Cuba,PWRGHFO2,HFO02,1,2022,2.5
Cuba,PWRGHFO2,HFO02,1,2023,2.5
Cuba,PWRGHFO2,HFO02,1,2024,2.5
Cuba,PWRGHFO2,HFO02,1,2025,2.5
Cuba,PWRGHFO2,HFO02,1,2026,2.5
Cuba,PWRGHFO2,HFO02,1,2027,2.5
Cuba,PWRGHFO2,HFO02,1,2028,2.5
Cuba,PWRGHFO2,HFO02,1,2029,2.5
Cuba,PWRGHFO2,HFO02,1,2030,2.5
Cuba,PWRGHFO2,HFO02,1,2031,2.5
Cuba,PWRGHFO2,HFO02,1,2032,2.5
Cuba,PWRGHFO2,HFO02,1,2033,2.5
Cuba,PWRGHFO2,HFO02,1,2034,2.5
Cuba,PWRGHFO2,HFO02,1,2035,2.5
Cuba,PWRGHFO2,HFO02,1,2036,2.5
Cuba,PWRGHFO2,HFO02,1,2037,2.5
Cuba,PWRGHFO2,HFO02,1,2038,2.5
Cuba,PWRGHFO2,HFO02,1,2039,2.5
Cuba,PWRGHFO2,HFO02,1,2040,2.5
Cuba,PWRGHFO2,HFO02,1,2041,2.5
Cuba,PWRGHFO2,HFO02,1,2042,2.5
Cuba,PWRGHFO2,HFO02,1,2043,2.5
Cuba,PWRGHFO2,HFO02,1,2044,2.5
Cuba,PWRGHFO2,HFO02,1,2045,2.5
Cuba,PWRGHFO2,HFO02,1,2046,2.5
Cuba,PWRGHFO2,HFO02,1,2047,2.5
Cuba,PWRGHFO2,HFO02,1,2048,2.5
Cuba,PWRGHFO2,HFO02,1,2049,2.5
Cuba,PWRGHFO2,HFO02,1,2050,2.5
Cuba,PWRGHFO2,HFO02,1,2051,2.5
Cuba,PWRGHFO2,HFO02,1,2052,2.5
Cuba,PWRGHFO2,HFO02,1,2053,2.5
Cuba,PWRGHFO2,HFO02,1,2054,2.5
Cuba,PWRGHFO2,HFO02,1,2055,2.5
Cuba,PWRBIO01,BIO01,1,2019,2.9
Cuba,PWRBIO01,BIO01,1,2020,2.9
Cuba,PWRBIO01,BIO01,1,2021,2.9
Cuba,PWRBIO01,BIO01,1,2022,2.9
Cuba,PWRBIO01,BIO01,1,2023,2.9
Cuba,PWRBIO01,BIO01,1,2024,2.9
Cuba,PWRBIO01,BIO01,1,2025,2.9
Cuba,PWRBIO01,BIO01,1,2026,2.9
Cuba,PWRBIO01,BIO01,1,2027,2.9
Cuba,PWRBIO01,BIO01,1,2028,2.9
Cuba,PWRBIO01,BIO01,1,2029,2.9
Cuba,PWRBIO01,BIO01,1,2030,2.9
Cuba,PWRBIO01,BIO01,1,2031,2.9
Cuba,PWRBIO01,BIO01,1,2032,2.9
Cuba,PWRBIO01,BIO01,1,2033,2.9
Cuba,PWRBIO01,BIO01,1,2034,2.9
Cuba,PWRBIO01,BIO01,1,2035,2.9
Cuba,PWRBIO01,BIO01,1,2036,2.9
Cuba,PWRBIO01,BIO01,1,2037,2.9
Cuba,PWRBIO01,BIO01,1,2038,2.9
Cuba,PWRBIO01,BIO01,1,2039,2.9
Cuba,PWRBIO01,BIO01,1,2040,2.9
Cuba,PWRBIO01,BIO01,1,2041,2.9
Cuba,PWRBIO01,BIO01,1,2042,2.9
Cuba,PWRBIO01,BIO01,1,2043,2.9
Cuba,PWRBIO01,BIO01,1,2044,2.9
Cuba,PWRBIO01,BIO01,1,2045,2.9
Cuba,PWRBIO01,BIO01,1,2046,2.9
Cuba,PWRBIO01,BIO01,1,2047,2.9
Cuba,PWRBIO01,BIO01,1,2048,2.9
Cuba,PWRBIO01,BIO01,1,2049,2.9
Cuba,PWRBIO01,BIO01,1,2050,2.9
Cuba,PWRBIO01,BIO01,1,2051,2.9
Cuba,PWRBIO01,BIO01,1,2052,2.9
Cuba,PWRBIO01,BIO01,1,2053,2.9
Cuba,PWRBIO01,BIO01,1,2054,2.9
Cuba,PWRBIO01,BIO01,1,2055,2.9
Cuba,PWRBIO02,BIO01,1,2019,4.54
Cuba,PWRBIO02,BIO01,1,2020,4.54
Cuba,PWRBIO02,BIO01,1,2021,4.54
Cuba,PWRBIO02,BIO01,1,2022,4.54
Cuba,PWRBIO02,BIO01,1,2023,4.54
Cuba,PWRBIO02,BIO01,1,2024,4.54
Cuba,PWRBIO02,BIO01,1,2025,4.54
Cuba,PWRBIO02,BIO01,1,2026,4.54
Cuba,PWRBIO02,BIO01,1,2027,4.54
Cuba,PWRBIO02,BIO01,1,2028,4.54
Cuba,PWRBIO02,BIO01,1,2029,4.54
Cuba,PWRBIO02,BIO01,1,2030,4.54
Cuba,PWRBIO02,BIO01,1,2031,4.54
Cuba,PWRBIO02,BIO01,1,2032,4.54
Cuba,PWRBIO02,BIO01,1,2033,4.54
Cuba,PWRBIO02,BIO01,1,2034,4.54
Cuba,PWRBIO02,BIO01,1,2035,4.54
Cuba,PWRBIO02,BIO01,1,2036,4.54
Cuba,PWRBIO02,BIO01,1,2037,4.54
Cuba,PWRBIO02,BIO01,1,2038,4.54
Cuba,PWRBIO02,BIO01,1,2039,4.54
Cuba,PWRBIO02,BIO01,1,2040,4.54
Cuba,PWRBIO02,BIO01,1,2041,4.54
Cuba,PWRBIO02,BIO01,1,2042,4.54
Cuba,PWRBIO02,BIO01,1,2043,4.54
Cuba,PWRBIO02,BIO01,1,2044,4.54
Cuba,PWRBIO02,BIO01,1,2045,4.54
Cuba,PWRBIO02,BIO01,1,2046,4.54
Cuba,PWRBIO02,BIO01,1,2047,4.54
Cuba,PWRBIO02,BIO01,1,2048,4.54
Cuba,PWRBIO02,BIO01,1,2049,4.54
Cuba,PWRBIO02,BIO01,1,2050,4.54
Cuba,PWRBIO02,BIO01,1,2051,4.54
Cuba,PWRBIO02,BIO01,1,2052,4.54
Cuba,PWRBIO02,BIO01,1,2053,4.54
Cuba,PWRBIO02,BIO01,1,2054,4.54
Cuba,PWRBIO02,BIO01,1,2055,4.54
Cuba,PWRFO,LFO,1,2019,2.56
Cuba,PWRFO,LFO,1,2020,2.56
Cuba,PWRFO,LFO,1,2021,2.56
Cuba,PWRFO,LFO,1,2022,2.56
Cuba,PWRFO,LFO,1,2023,2.56
Cuba,PWRFO,LFO,1,2024,2.56
Cuba,PWRFO,LFO,1,2025,2.56
Cuba,PWRFO,LFO,1,2026,2.56
Cuba,PWRFO,LFO,1,2027,2.56
Cuba,PWRFO,LFO,1,2028,2.56
Cuba,PWRFO,LFO,1,2029,2.56
Cuba,PWRFO,LFO,1,2030,2.56
Cuba,PWRFO,LFO,1,2031,2.56
Cuba,PWRFO,LFO,1,2032,2.56
Cuba,PWRFO,LFO,1,2033,2.56
Cuba,PWRFO,LFO,1,2034,2.56
Cuba,PWRFO,LFO,1,2035,2.56
Cuba,PWRFO,LFO,1,2036,2.56
Cuba,PWRFO,LFO,1,2037,2.56
Cuba,PWRFO,LFO,1,2038,2.56
Cuba,PWRFO,LFO,1,2039,2.56
Cuba,PWRFO,LFO,1,2040,2.56
Cuba,PWRFO,LFO,1,2041,2.56
Cuba,PWRFO,LFO,1,2042,2.56
Cuba,PWRFO,LFO,1,2043,2.56
Cuba,PWRFO,LFO,1,2044,2.56
Cuba,PWRFO,LFO,1,2045,2.56
Cuba,PWRFO,LFO,1,2046,2.56
Cuba,PWRFO,LFO,1,2047,2.56
Cuba,PWRFO,LFO,1,2048,2.56
Cuba,PWRFO,LFO,1,2049,2.56
Cuba,PWRFO,LFO,1,2050,2.56
Cuba,PWRFO,LFO,1,2051,2.56
Cuba,PWRFO,LFO,1,2052,2.56
Cuba,PWRFO,LFO,1,2053,2.56
Cuba,PWRFO,LFO,1,2054,2.56
Cuba,PWRFO,LFO,1,2055,2.56
Cuba,PWRDSL,DSL,1,2019,2.56
Cuba,PWRDSL,DSL,1,2020,2.56
Cuba,PWRDSL,DSL,1,2021,2.56
Cuba,PWRDSL,DSL,1,2022,2.56
Cuba,PWRDSL,DSL,1,2023,2.56
Cuba,PWRDSL,DSL,1,2024,2.56
Cuba,PWRDSL,DSL,1,2025,2.56
Cuba,PWRDSL,DSL,1,2026,2.56
Cuba,PWRDSL,DSL,1,2027,2.56
Cuba,PWRDSL,DSL,1,2028,2.56
Cuba,PWRDSL,DSL,1,2029,2.56
Cuba,PWRDSL,DSL,1,2030,2.56
Cuba,PWRDSL,DSL,1,2031,2.56
Cuba,PWRDSL,DSL,1,2032,2.56
Cuba,PWRDSL,DSL,1,2033,2.56
Cuba,PWRDSL,DSL,1,2034,2.56
Cuba,PWRDSL,DSL,1,2035,2.56
Cuba,PWRDSL,DSL,1,2036,2.56
Cuba,PWRDSL,DSL,1,2037,2.56
Cuba,PWRDSL,DSL,1,2038,2.56
Cuba,PWRDSL,DSL,1,2039,2.56
Cuba,PWRDSL,DSL,1,2040,2.56
Cuba,PWRDSL,DSL,1,2041,2.56
Cuba,PWRDSL,DSL,1,2042,2.56
Cuba,PWRDSL,DSL,1,2043,2.56
Cuba,PWRDSL,DSL,1,2044,2.56
Cuba,PWRDSL,DSL,1,2045,2.56
Cuba,PWRDSL,DSL,1,2046,2.56
Cuba,PWRDSL,DSL,1,2047,2.56
Cuba,PWRDSL,DSL,1,2048,2.56
Cuba,PWRDSL,DSL,1,2049,2.56
Cuba,PWRDSL,DSL,1,2050,2.56
Cuba,PWRDSL,DSL,1,2051,2.56
Cuba,PWRDSL,DSL,1,2052,2.56
Cuba,PWRDSL,DSL,1,2053,2.56
Cuba,PWRDSL,DSL,1,2054,2.56
Cuba,PWRDSL,DSL,1,2055,2.56
Cuba,PWRHYD01,ELC01,1,2019,1.25
Cuba,PWRHYD01,ELC01,1,2020,1.25
Cuba,PWRHYD01,ELC01,1,2021,1.25
Cuba,PWRHYD01,ELC01,1,2022,1.25
Cuba,PWRHYD01,ELC01,1,2023,1.25
Cuba,PWRHYD01,ELC01,1,2024,1.25
Cuba,PWRHYD01,ELC01,1,2025,1.25
Cuba,PWRHYD01,ELC01,1,2026,1.25
Cuba,PWRHYD01,ELC01,1,2027,1.25
Cuba,PWRHYD01,ELC01,1,2028,1.25
Cuba,PWRHYD01,ELC01,1,2029,1.25
Cuba,PWRHYD01,ELC01,1,2030,1.25
Cuba,PWRHYD01,ELC01,1,2031,1.25
Cuba,PWRHYD01,ELC01,1,2032,1.25
Cuba,PWRHYD01,ELC01,1,2033,1.25
Cuba,PWRHYD01,ELC01,1,2034,1.25
Cuba,PWRHYD01,ELC01,1,2035,1.25
Cuba,PWRHYD01,ELC01,1,2036,1.25
Cuba,PWRHYD01,ELC01,1,2037,1.25
Cuba,PWRHYD01,ELC01,1,2038,1.25
Cuba,PWRHYD01,ELC01,1,2039,1.25
Cuba,PWRHYD01,ELC01,1,2040,1.25
Cuba,PWRHYD01,ELC01,1,2041,1.25
Cuba,PWRHYD01,ELC01,1,2042,1.25
Cuba,PWRHYD01,ELC01,1,2043,1.25
Cuba,PWRHYD01,ELC01,1,2044,1.25
Cuba,PWRHYD01,ELC01,1,2045,1.25
Cuba,PWRHYD01,ELC01,1,2046,1.25
Cuba,PWRHYD01,ELC01,1,2047,1.25
Cuba,PWRHYD01,ELC01,1,2048,1.25
Cuba,PWRHYD01,ELC01,1,2049,1.25
Cuba,PWRHYD01,ELC01,1,2050,1.25
Cuba,PWRHYD01,ELC01,1,2051,1.25
Cuba,PWRHYD01,ELC01,1,2052,1.25
Cuba,PWRHYD01,ELC01,1,2053,1.25
Cuba,PWRHYD01,ELC01,1,2054,1.25
Cuba,PWRHYD01,ELC01,1,2055,1.25
Cuba,PWRHYD02,HYD,1,2019,1.0
Cuba,PWRHYD02,HYD,1,2020,1.0
Cuba,PWRHYD02,HYD,1,2021,1.0
Cuba,PWRHYD02,HYD,1,2022,1.0
Cuba,PWRHYD02,HYD,1,2023,1.0
Cuba,PWRHYD02,HYD,1,2024,1.0
Cuba,PWRHYD02,HYD,1,2025,1.0
Cuba,PWRHYD02,HYD,1,2026,1.0
Cuba,PWRHYD02,HYD,1,2027,1.0
Cuba,PWRHYD02,HYD,1,2028,1.0
Cuba,PWRHYD02,HYD,1,2029,1.0
Cuba,PWRHYD02,HYD,1,2030,1.0
Cuba,PWRHYD02,HYD,1,2031,1.0
Cuba,PWRHYD02,HYD,1,2032,1.0
Cuba,PWRHYD02,HYD,1,2033,1.0
Cuba,PWRHYD02,HYD,1,2034,1.0
Cuba,PWRHYD02,HYD,1,2035,1.0
Cuba,PWRHYD02,HYD,1,2036,1.0
Cuba,PWRHYD02,HYD,1,2037,1.0
Cuba,PWRHYD02,HYD,1,2038,1.0
Cuba,PWRHYD02,HYD,1,2039,1.0
Cuba,PWRHYD02,HYD,1,2040,1.0
Cuba,PWRHYD02,HYD,1,2041,1.0
Cuba,PWRHYD02,HYD,1,2042,1.0
Cuba,PWRHYD02,HYD,1,2043,1.0
Cuba,PWRHYD02,HYD,1,2044,1.0
Cuba,PWRHYD02,HYD,1,2045,1.0
Cuba,PWRHYD02,HYD,1,2046,1.0
Cuba,PWRHYD02,HYD,1,2047,1.0
Cuba,PWRHYD02,HYD,1,2048,1.0
Cuba,PWRHYD02,HYD,1,2049,1.0
Cuba,PWRHYD02,HYD,1,2050,1.0
Cuba,PWRHYD02,HYD,1,2051,1.0
Cuba,PWRHYD02,HYD,1,2052,1.0
Cuba,PWRHYD02,HYD,1,2053,1.0
Cuba,PWRHYD02,HYD,1,2054,1.0
Cuba,PWRHYD02,HYD,1,2055,1.0
Cuba,PWRTBATT01,ELC02,1,2019,1.08
Cuba,PWRTBATT01,ELC02,1,2020,1.08
Cuba,PWRTBATT01,ELC02,1,2021,1.08
Cuba,PWRTBATT01,ELC02,1,2022,1.08
Cuba,PWRTBATT01,ELC02,1,2023,1.08
Cuba,PWRTBATT01,ELC02,1,2024,1.08
Cuba,PWRTBATT01,ELC02,1,2025,1.08
Cuba,PWRTBATT01,ELC02,1,2026,1.08
Cuba,PWRTBATT01,ELC02,1,2027,1.08
Cuba,PWRTBATT01,ELC02,1,2028,1.08
Cuba,PWRTBATT01,ELC02,1,2029,1.08
Cuba,PWRTBATT01,ELC02,1,2030,1.08
Cuba,PWRTBATT01,ELC02,1,2031,1.08
Cuba,PWRTBATT01,ELC02,1,2032,1.08
Cuba,PWRTBATT01,ELC02,1,2033,1.08
Cuba,PWRTBATT01,ELC02,1,2034,1.08
Cuba,PWRTBATT01,ELC02,1,2035,1.08
Cuba,PWRTBATT01,ELC02,1,2036,1.08
Cuba,PWRTBATT01,ELC02,1,2037,1.08
Cuba,PWRTBATT01,ELC02,1,2038,1.08
Cuba,PWRTBATT01,ELC02,1,2039,1.08
Cuba,PWRTBATT01,ELC02,1,2040,1.08
Cuba,PWRTBATT01,ELC02,1,2041,1.08
Cuba,PWRTBATT01,ELC02,1,2042,1.08
Cuba,PWRTBATT01,ELC02,1,2043,1.08
Cuba,PWRTBATT01,ELC02,1,2044,1.08
Cuba,PWRTBATT01,ELC02,1,2045,1.08
Cuba,PWRTBATT01,ELC02,1,2046,1.08
Cuba,PWRTBATT01,ELC02,1,2047,1.08
Cuba,PWRTBATT01,ELC02,1,2048,1.08
Cuba,PWRTBATT01,ELC02,1,2049,1.08
Cuba,PWRTBATT01,ELC02,1,2050,1.08
Cuba,PWRTBATT01,ELC02,1,2051,1.08
Cuba,PWRTBATT01,ELC02,1,2052,1.08
Cuba,PWRTBATT01,ELC02,1,2053,1.08
Cuba,PWRTBATT01,ELC02,1,2054,1.08
Cuba,PWRTBATT01,ELC02,1,2055,1.08
Cuba,TRANSMISSION,ELC01,1,2019,1.05
Cuba,TRANSMISSION,ELC01,1,2020,1.05
Cuba,TRANSMISSION,ELC01,1,2021,1.05
Cuba,TRANSMISSION,ELC01,1,2022,1.05
Cuba,TRANSMISSION,ELC01,1,2023,1.05
Cuba,TRANSMISSION,ELC01,1,2024,1.05
Cuba,TRANSMISSION,ELC01,1,2025,1.05
Cuba,TRANSMISSION,ELC01,1,2026,1.05
Cuba,TRANSMISSION,ELC01,1,2027,1.05
Cuba,TRANSMISSION,ELC01,1,2028,1.05
Cuba,TRANSMISSION,ELC01,1,2029,1.05
Cuba,TRANSMISSION,ELC01,1,2030,1.05
Cuba,TRANSMISSION,ELC01,1,2031,1.05
Cuba,TRANSMISSION,ELC01,1,2032,1.05
Cuba,TRANSMISSION,ELC01,1,2033,1.05
Cuba,TRANSMISSION,ELC01,1,2034,1.05
Cuba,TRANSMISSION,ELC01,1,2035,1.05
Cuba,TRANSMISSION,ELC01,1,2036,1.05
Cuba,TRANSMISSION,ELC01,1,2037,1.05
Cuba,TRANSMISSION,ELC01,1,2038,1.05
Cuba,TRANSMISSION,ELC01,1,2039,1.05
Cuba,TRANSMISSION,ELC01,1,2040,1.05
Cuba,TRANSMISSION,ELC01,1,2041,1.05
