Total
2053.91509548346
1979.25028301671
1909.64749173416
1841.31020574765
1781.83145683346
1759.05236150463
1780.56595153742
1946.34714531951
2134.90743443043
2232.35134222601
2291.8300911402
2391.80500952787
2518.35553913252
2346.2468188702
2176.66910919997
2185.52764627229
2279.17503817974
2509.45903690131
2844.4762539237
2694.7669774014
2373.84748937697
2300.99234948358
2239.79251336677
2181.73113038415
2145.03147679881
1926.09906058276
1875.4788487409
1816.00009982672
1788.15898331369
1793.22100449788
1871.68233285276
2088.08373847671
2312.07817587694
2432.30117900136
2514.55902324438
2843.59040021647
2841.05938962438
2585.42731982299
2370.29141949508
2348.77782946229
2471.5318431788
2717.4321772536
3118.58470104737
2915.87606272665
2510.37020071447
2413.97666231461
2320.40520072493
2226.02381574578
2066.57014844392
1993.17084127323
1903.31996525393
1886.86839640532
1845.10672163579
1859.0272798923
1985.57780949695
2242.47538459438
2396.86703071206
2527.21407620485
2636.04753166484
2858.77646376903
3028.35417343926
2765.12907186159
2594.28585689531
2582.89630923089
2696.79178587508
2874.03845763935
3322.96380635888
3153.10768552352
2684.55434966231
2541.53959615609
2450.62569568811
2363.96389301485
2188.05865686439
2062.77363255578
1979.25028301671
1917.24052351044
1886.86839640532
1918.50602880648
2048.85307429927
2279.17503817973
2441.15971607369
2576.56878275066
2672.74718525019
2863.83848495321
3082.77090116926
2804.35973603903
2595.55136219136
2606.94090985578
2696.79178587508
2836.45295034677
3298.919205734
3161.16895425934
2718.68502749668
2573.12660834541
2494.03252734251
2414.58410485671
2247.53740577857
2128.5799079502
2048.85307429927
1983.04679890485
1955.20568239183
1966.59523005625
2095.67677025299
2285.50256465997
2482.92139084322
2603.14439396764
2660.09213228973
2848.65242140066
3034.68169991949
2766.39457715763
2509.4970020602
2463.93881140252
2598.08237278345
2882.80840934095
3296.51474567151
3002.24679918182
2580.98539623386
2427.34039824086
2366.29242275957
2226.02381574578
2091.88025436485
2003.2948836416
1923.56804999067
1880.54086992509
1829.92065808323
1837.51368985951
1898.25794406974
2143.76597150276
2375.35344067927
2448.75274784997
2505.70048617206
