REGION,TECHNOLOGY,TIMESLICE,YEAR,value
Atlantis,HF_Imp,WN,2014,0.0
Atlantis,HF_Imp,WN,2015,1.3517926849667692
Atlantis,HF_Imp,WN,2016,1.646440956695722
Atlantis,HF_Imp,WN,2017,2.0567779200000005
Atlantis,HF_Imp,WN,2018,0.0
Atlantis,HF_Imp,WN,2019,0.0
Atlantis,HF_Imp,WN,2020,0.0
Atlantis,HF_Imp,WN,2021,0.0
Atlantis,HF_Imp,WN,2022,0.0
Atlantis,HF_Imp,WN,2023,0.0
Atlantis,HF_Imp,WN,2024,0.0
Atlantis,HF_Imp,WN,2025,0.0
Atlantis,HF_Imp,WN,2026,0.0
Atlantis,HF_Imp,WN,2027,0.0
Atlantis,HF_Imp,WN,2028,0.0
Atlantis,HF_Imp,WN,2029,0.0
Atlantis,HF_Imp,WN,2030,0.0
Atlantis,HF_Imp,WN,2031,0.0
Atlantis,HF_Imp,WN,2032,0.0
Atlantis,HF_Imp,WN,2033,0.0
Atlantis,HF_Imp,WN,2034,0.0
Atlantis,HF_Imp,WN,2035,0.0
Atlantis,HF_Imp,WN,2036,0.0
Atlantis,HF_Imp,WN,2037,0.0
Atlantis,HF_Imp,WN,2038,0.0
Atlantis,HF_Imp,WN,2039,0.0
Atlantis,HF_Imp,WN,2040,0.0
Atlantis,DS_Imp,ID,2014,0.0
Atlantis,DS_Imp,ID,2015,0.0
Atlantis,DS_Imp,ID,2016,0.0
Atlantis,DS_Imp,ID,2017,0.0
Atlantis,DS_Imp,ID,2018,0.0
Atlantis,DS_Imp,ID,2019,0.0
Atlantis,DS_Imp,ID,2020,0.0
Atlantis,DS_Imp,ID,2021,0.0
Atlantis,DS_Imp,ID,2022,0.0
Atlantis,DS_Imp,ID,2023,0.0
Atlantis,DS_Imp,ID,2024,0.0
Atlantis,DS_Imp,ID,2025,0.0
Atlantis,DS_Imp,ID,2026,0.0
Atlantis,DS_Imp,ID,2027,0.0
Atlantis,DS_Imp,ID,2028,0.0
Atlantis,DS_Imp,ID,2029,0.0
Atlantis,DS_Imp,ID,2030,0.0
Atlantis,DS_Imp,ID,2031,0.0
Atlantis,DS_Imp,ID,2032,0.0
Atlantis,DS_Imp,ID,2033,0.0
Atlantis,DS_Imp,ID,2034,0.0
Atlantis,DS_Imp,ID,2035,0.0
Atlantis,DS_Imp,ID,2036,0.0
Atlantis,DS_Imp,ID,2037,0.0
Atlantis,DS_Imp,ID,2038,0.0
Atlantis,DS_Imp,ID,2039,0.0
Atlantis,DS_Imp,ID,2040,0.0
Atlantis,DS_Imp,IN,2014,0.0
Atlantis,DS_Imp,IN,2015,0.0
Atlantis,DS_Imp,IN,2016,0.0
Atlantis,DS_Imp,IN,2017,0.0
Atlantis,DS_Imp,IN,2018,0.0
Atlantis,DS_Imp,IN,2019,0.0
Atlantis,DS_Imp,IN,2020,0.0
Atlantis,DS_Imp,IN,2021,0.0
Atlantis,DS_Imp,IN,2022,0.0
Atlantis,DS_Imp,IN,2023,0.0
Atlantis,DS_Imp,IN,2024,0.0
Atlantis,DS_Imp,IN,2025,0.0
Atlantis,DS_Imp,IN,2026,0.0
Atlantis,DS_Imp,IN,2027,0.0
Atlantis,DS_Imp,IN,2028,0.0
Atlantis,DS_Imp,IN,2029,0.0
Atlantis,DS_Imp,IN,2030,0.0
Atlantis,DS_Imp,IN,2031,0.0
Atlantis,DS_Imp,IN,2032,0.0
Atlantis,DS_Imp,IN,2033,0.0
Atlantis,DS_Imp,IN,2034,0.0
Atlantis,DS_Imp,IN,2035,0.0
Atlantis,DS_Imp,IN,2036,0.0
