REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,value
Atlantis,DIST_RES,1,2018,2.507234394377843
Atlantis,DIST_RES,1,2019,2.5930136420008276
Atlantis,DIST_RES,1,2020,2.6756924348904505
Atlantis,DIST_RES,1,2021,2.7728400165357585
Atlantis,DIST_RES,1,2022,2.8730880529144276
Atlantis,DIST_RES,1,2023,2.98263745349318
Atlantis,DIST_RES,1,2024,3.05394791236048
Atlantis,DIST_RES,1,2025,3.1066556428276146
Atlantis,DIST_RES,1,2026,3.163497312939232
Atlantis,DIST_RES,1,2027,3.22550640760645
Atlantis,DIST_RES,1,2028,3.2926829268292694
Atlantis,DIST_RES,1,2029,3.367093840429931
Atlantis,DIST_RES,1,2030,3.4477056634973136
Atlantis,DIST_RES,1,2031,3.5334849111202984
Atlantis,DIST_RES,1,2032,3.620297643654403
Atlantis,DIST_RES,1,2033,3.7091773460107484
Atlantis,DIST_RES,1,2034,3.7990905332782154
Atlantis,DIST_RES,1,2035,3.889003720545681
Atlantis,DIST_RES,1,2036,3.9840843323687487
Atlantis,DIST_RES,1,2037,4.0843323687474165
Atlantis,DIST_RES,1,2038,4.1897478296816875
Atlantis,DIST_RES,1,2039,4.300330715171559
Atlantis,DIST_RES,1,2040,4.416081025217033
Atlantis,DIST_SER,1,2014,1.5894997933030182
Atlantis,DIST_SER,1,2015,1.5967341876808598
Atlantis,DIST_SER,1,2016,1.63187267465895
Atlantis,DIST_SER,1,2017,1.6814799503927242
Atlantis,DIST_SER,1,2018,1.7414220752377019
Atlantis,DIST_SER,1,2019,1.801364200082679
Atlantis,DIST_SER,1,2020,1.8582058701942952
Atlantis,DIST_SER,1,2021,1.925382389417115
Atlantis,DIST_SER,1,2022,1.995659363373295
Atlantis,DIST_SER,1,2023,2.0711037618850767
Atlantis,DIST_SER,1,2024,2.120711037618851
Atlantis,DIST_SER,1,2025,2.1579164944191813
Atlantis,DIST_SER,1,2026,2.1971889210417532
Atlantis,DIST_SER,1,2027,2.2395618023976844
Atlantis,DIST_SER,1,2028,2.2860686233980987
Atlantis,DIST_SER,1,2029,2.337742868954114
Atlantis,DIST_SER,1,2030,2.3945845390657303
Atlantis,DIST_SER,1,2031,2.4545266639107073
Atlantis,DIST_SER,1,2032,2.5144687887556842
Atlantis,DIST_SER,1,2033,2.5754443985117814
Atlantis,DIST_SER,1,2034,2.637453493179
Atlantis,DIST_SER,1,2035,2.700496072757338
Atlantis,DIST_SER,1,2036,2.7666391070690373
Atlantis,DIST_SER,1,2037,2.835882596114097
Atlantis,DIST_SER,1,2038,2.9092600248036375
Atlantis,DIST_SER,1,2039,2.9857379082265405
Atlantis,DIST_SER,1,2040,3.0663497312939234
