REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,value
Atlantis,HYDRO_MIN,CO2,1,2019,0.0
Atlantis,HYDRO_MIN,CO2,1,2020,0.0
Atlantis,HYDRO_MIN,CO2,1,2021,0.0
Atlantis,HYDRO_MIN,CO2,1,2022,0.0
Atlantis,HYDRO_MIN,CO2,1,2023,0.0
Atlantis,HYDRO_MIN,CO2,1,2024,0.0
Atlantis,HYDRO_MIN,CO2,1,2025,0.0
Atlantis,HYDRO_MIN,CO2,1,2026,0.0
Atlantis,HYDRO_MIN,CO2,1,2027,0.0
Atlantis,HYDRO_MIN,CO2,1,2028,0.0
Atlantis,HYDRO_MIN,CO2,1,2029,0.0
Atlantis,HYDRO_MIN,CO2,1,2030,0.0
Atlantis,HYDRO_MIN,CO2,1,2031,0.0
Atlantis,HYDRO_MIN,CO2,1,2032,0.0
Atlantis,HYDRO_MIN,CO2,1,2033,0.0
Atlantis,HYDRO_MIN,CO2,1,2034,0.0
Atlantis,HYDRO_MIN,CO2,1,2035,0.0
Atlantis,HYDRO_MIN,CO2,1,2036,0.0
Atlantis,HYDRO_MIN,CO2,1,2037,0.0
Atlantis,HYDRO_MIN,CO2,1,2038,0.0
Atlantis,HYDRO_MIN,CO2,1,2039,0.0
Atlantis,HYDRO_MIN,CO2,1,2040,0.0
Atlantis,HYDRO_MIN,Nox,1,2014,0.0
Atlantis,HYDRO_MIN,Nox,1,2015,0.0
Atlantis,HYDRO_MIN,Nox,1,2016,0.0
Atlantis,HYDRO_MIN,Nox,1,2017,0.0
Atlantis,HYDRO_MIN,Nox,1,2018,0.0
Atlantis,HYDRO_MIN,Nox,1,2019,0.0
Atlantis,HYDRO_MIN,Nox,1,2020,0.0
Atlantis,HYDRO_MIN,Nox,1,2021,0.0
Atlantis,HYDRO_MIN,Nox,1,2022,0.0
Atlantis,HYDRO_MIN,Nox,1,2023,0.0
Atlantis,HYDRO_MIN,Nox,1,2024,0.0
Atlantis,HYDRO_MIN,Nox,1,2025,0.0
Atlantis,HYDRO_MIN,Nox,1,2026,0.0
Atlantis,HYDRO_MIN,Nox,1,2027,0.0
Atlantis,HYDRO_MIN,Nox,1,2028,0.0
Atlantis,HYDRO_MIN,Nox,1,2029,0.0
Atlantis,HYDRO_MIN,Nox,1,2030,0.0
Atlantis,HYDRO_MIN,Nox,1,2031,0.0
Atlantis,HYDRO_MIN,Nox,1,2032,0.0
Atlantis,HYDRO_MIN,Nox,1,2033,0.0
Atlantis,HYDRO_MIN,Nox,1,2034,0.0
Atlantis,HYDRO_MIN,Nox,1,2035,0.0
Atlantis,HYDRO_MIN,Nox,1,2036,0.0
Atlantis,HYDRO_MIN,Nox,1,2037,0.0
Atlantis,HYDRO_MIN,Nox,1,2038,0.0
Atlantis,HYDRO_MIN,Nox,1,2039,0.0
Atlantis,HYDRO_MIN,Nox,1,2040,0.0
Atlantis,DIESEL_GEN,CO2,1,2014,0.0
Atlantis,DIESEL_GEN,CO2,1,2015,0.0
Atlantis,DIESEL_GEN,CO2,1,2016,0.0
Atlantis,DIESEL_GEN,CO2,1,2017,0.0
Atlantis,DIESEL_GEN,CO2,1,2018,0.0
Atlantis,DIESEL_GEN,CO2,1,2019,0.0
Atlantis,DIESEL_GEN,CO2,1,2020,0.0
Atlantis,DIESEL_GEN,CO2,1,2021,0.0
Atlantis,DIESEL_GEN,CO2,1,2022,0.0
Atlantis,DIESEL_GEN,CO2,1,2023,0.0
Atlantis,DIESEL_GEN,CO2,1,2024,0.0
Atlantis,DIESEL_GEN,CO2,1,2025,0.0
Atlantis,DIESEL_GEN,CO2,1,2026,0.0
Atlantis,DIESEL_GEN,CO2,1,2027,0.0
Atlantis,DIESEL_GEN,CO2,1,2028,0.0
Atlantis,DIESEL_GEN,CO2,1,2029,0.0
Atlantis,DIESEL_GEN,CO2,1,2030,0.0
Atlantis,DIESEL_GEN,CO2,1,2031,0.0
Atlantis,DIESEL_GEN,CO2,1,2032,0.0
Atlantis,DIESEL_GEN,CO2,1,2033,0.0
Atlantis,DIESEL_GEN,CO2,1,2034,0.0
Atlantis,DIESEL_GEN,CO2,1,2035,0.0
Atlantis,DIESEL_GEN,CO2,1,2036,0.0
Atlantis,DIESEL_GEN,CO2,1,2037,0.0
Atlantis,DIESEL_GEN,CO2,1,2038,0.0
Atlantis,DIESEL_GEN,CO2,1,2039,0.0
Atlantis,DIESEL_GEN,CO2,1,2040,0.0
Atlantis,DIESEL_GEN,Nox,1,2014,0.0
Atlantis,DIESEL_GEN,Nox,1,2015,0.0
Atlantis,DIESEL_GEN,Nox,1,2016,0.0
Atlantis,DIESEL_GEN,Nox,1,2017,0.0
Atlantis,DIESEL_GEN,Nox,1,2018,0.0
Atlantis,DIESEL_GEN,Nox,1,2019,0.0
Atlantis,DIESEL_GEN,Nox,1,2020,0.0
Atlantis,DIESEL_GEN,Nox,1,2021,0.0
Atlantis,DIESEL_GEN,Nox,1,2022,0.0
Atlantis,DIESEL_GEN,Nox,1,2023,0.0
Atlantis,DIESEL_GEN,Nox,1,2024,0.0
Atlantis,DIESEL_GEN,Nox,1,2025,0.0
Atlantis,DIESEL_GEN,Nox,1,2026,0.0
Atlantis,DIESEL_GEN,Nox,1,2027,0.0
Atlantis,DIESEL_GEN,Nox,1,2028,0.0
Atlantis,DIESEL_GEN,Nox,1,2029,0.0
Atlantis,DIESEL_GEN,Nox,1,2030,0.0
Atlantis,DIESEL_GEN,Nox,1,2031,0.0
Atlantis,DIESEL_GEN,Nox,1,2032,0.0
Atlantis,DIESEL_GEN,Nox,1,2033,0.0
Atlantis,DIESEL_GEN,Nox,1,2034,0.0
Atlantis,DIESEL_GEN,Nox,1,2035,0.0
Atlantis,DIESEL_GEN,Nox,1,2036,0.0
Atlantis,DIESEL_GEN,Nox,1,2037,0.0
Atlantis,DIESEL_GEN,Nox,1,2038,0.0
Atlantis,DIESEL_GEN,Nox,1,2039,0.0
Atlantis,DIESEL_GEN,Nox,1,2040,0.0
Atlantis,CSP,CO2,1,2014,0.0
Atlantis,CSP,CO2,1,2015,0.0
Atlantis,CSP,CO2,1,2016,0.0
Atlantis,CSP,CO2,1,2017,0.0
Atlantis,CSP,CO2,1,2018,0.0
Atlantis,CSP,CO2,1,2019,0.0
Atlantis,CSP,CO2,1,2020,0.0
Atlantis,CSP,CO2,1,2021,0.0
Atlantis,CSP,CO2,1,2022,0.0
Atlantis,CSP,CO2,1,2023,0.0
Atlantis,CSP,CO2,1,2024,0.0
Atlantis,CSP,CO2,1,2025,0.0
Atlantis,CSP,CO2,1,2026,0.0
Atlantis,CSP,CO2,1,2027,0.0
Atlantis,CSP,CO2,1,2028,0.0
Atlantis,CSP,CO2,1,2029,0.0
Atlantis,CSP,CO2,1,2030,0.0
Atlantis,CSP,CO2,1,2031,0.0
Atlantis,CSP,CO2,1,2032,0.0
Atlantis,CSP,CO2,1,2033,0.0
Atlantis,CSP,CO2,1,2034,0.0
Atlantis,CSP,CO2,1,2035,0.0
Atlantis,CSP,CO2,1,2036,0.0
Atlantis,CSP,CO2,1,2037,0.0
Atlantis,CSP,CO2,1,2038,0.0
Atlantis,CSP,CO2,1,2039,0.0
Atlantis,CSP,CO2,1,2040,0.0
Atlantis,CSP,Nox,1,2014,0.0
Atlantis,CSP,Nox,1,2015,0.0
Atlantis,CSP,Nox,1,2016,0.0
Atlantis,CSP,Nox,1,2017,0.0
Atlantis,CSP,Nox,1,2018,0.0
Atlantis,CSP,Nox,1,2019,0.0
Atlantis,CSP,Nox,1,2020,0.0
Atlantis,CSP,Nox,1,2021,0.0
Atlantis,CSP,Nox,1,2022,0.0
Atlantis,CSP,Nox,1,2023,0.0
Atlantis,CSP,Nox,1,2024,0.0
Atlantis,CSP,Nox,1,2025,0.0
Atlantis,CSP,Nox,1,2026,0.0
Atlantis,CSP,Nox,1,2027,0.0
Atlantis,CSP,Nox,1,2028,0.0
Atlantis,CSP,Nox,1,2029,0.0
Atlantis,CSP,Nox,1,2030,0.0
Atlantis,CSP,Nox,1,2031,0.0
Atlantis,CSP,Nox,1,2032,0.0
Atlantis,CSP,Nox,1,2033,0.0
Atlantis,CSP,Nox,1,2034,0.0
Atlantis,CSP,Nox,1,2035,0.0
Atlantis,CSP,Nox,1,2036,0.0
Atlantis,CSP,Nox,1,2037,0.0
Atlantis,CSP,Nox,1,2038,0.0
Atlantis,CSP,Nox,1,2039,0.0
Atlantis,CSP,Nox,1,2040,0.0
Atlantis,PV_UTL,CO2,1,2014,0.0
Atlantis,PV_UTL,CO2,1,2015,0.0
Atlantis,PV_UTL,CO2,1,2016,0.0
Atlantis,PV_UTL,CO2,1,2017,0.0
Atlantis,PV_UTL,CO2,1,2018,0.0
Atlantis,PV_UTL,CO2,1,2019,0.0
Atlantis,PV_UTL,CO2,1,2020,0.0
Atlantis,PV_UTL,CO2,1,2021,0.0
Atlantis,PV_UTL,CO2,1,2022,0.0
Atlantis,PV_UTL,CO2,1,2023,0.0
Atlantis,PV_UTL,CO2,1,2024,0.0
Atlantis,PV_UTL,CO2,1,2025,0.0
Atlantis,PV_UTL,CO2,1,2026,0.0
Atlantis,PV_UTL,CO2,1,2027,0.0
Atlantis,PV_UTL,CO2,1,2028,0.0
Atlantis,PV_UTL,CO2,1,2029,0.0
Atlantis,PV_UTL,CO2,1,2030,0.0
Atlantis,PV_UTL,CO2,1,2031,0.0
Atlantis,PV_UTL,CO2,1,2032,0.0
Atlantis,PV_UTL,CO2,1,2033,0.0
Atlantis,PV_UTL,CO2,1,2034,0.0
Atlantis,PV_UTL,CO2,1,2035,0.0
Atlantis,PV_UTL,CO2,1,2036,0.0
Atlantis,PV_UTL,CO2,1,2037,0.0
Atlantis,PV_UTL,CO2,1,2038,0.0
Atlantis,PV_UTL,CO2,1,2039,0.0
Atlantis,PV_UTL,CO2,1,2040,0.0
Atlantis,PV_UTL,Nox,1,2014,0.0
Atlantis,PV_UTL,Nox,1,2015,0.0
Atlantis,PV_UTL,Nox,1,2016,0.0
Atlantis,PV_UTL,Nox,1,2017,0.0
Atlantis,PV_UTL,Nox,1,2018,0.0
Atlantis,PV_UTL,Nox,1,2019,0.0
Atlantis,PV_UTL,Nox,1,2020,0.0
Atlantis,PV_UTL,Nox,1,2021,0.0
Atlantis,PV_UTL,Nox,1,2022,0.0
Atlantis,PV_UTL,Nox,1,2023,0.0
Atlantis,PV_UTL,Nox,1,2024,0.0
Atlantis,PV_UTL,Nox,1,2025,0.0
Atlantis,PV_UTL,Nox,1,2026,0.0
Atlantis,PV_UTL,Nox,1,2027,0.0
Atlantis,PV_UTL,Nox,1,2028,0.0
Atlantis,PV_UTL,Nox,1,2029,0.0
Atlantis,PV_UTL,Nox,1,2030,0.0
Atlantis,PV_UTL,Nox,1,2031,0.0
Atlantis,PV_UTL,Nox,1,2032,0.0
Atlantis,PV_UTL,Nox,1,2033,0.0
Atlantis,PV_UTL,Nox,1,2034,0.0
Atlantis,PV_UTL,Nox,1,2035,0.0
Atlantis,PV_UTL,Nox,1,2036,0.0
Atlantis,PV_UTL,Nox,1,2037,0.0
Atlantis,PV_UTL,Nox,1,2038,0.0
Atlantis,PV_UTL,Nox,1,2039,0.0
Atlantis,PV_UTL,Nox,1,2040,0.0
Atlantis,PV_ROF,CO2,1,2014,0.0
Atlantis,PV_ROF,CO2,1,2015,0.0
Atlantis,PV_ROF,CO2,1,2016,0.0
Atlantis,PV_ROF,CO2,1,2017,0.0
Atlantis,PV_ROF,CO2,1,2018,0.0
Atlantis,PV_ROF,CO2,1,2019,0.0
Atlantis,PV_ROF,CO2,1,2020,0.0
Atlantis,PV_ROF,CO2,1,2021,0.0
Atlantis,PV_ROF,CO2,1,2022,0.0
Atlantis,PV_ROF,CO2,1,2023,0.0
Atlantis,PV_ROF,CO2,1,2024,0.0
Atlantis,PV_ROF,CO2,1,2025,0.0
Atlantis,PV_ROF,CO2,1,2026,0.0
Atlantis,PV_ROF,CO2,1,2027,0.0
Atlantis,PV_ROF,CO2,1,2028,0.0
Atlantis,PV_ROF,CO2,1,2029,0.0
Atlantis,PV_ROF,CO2,1,2030,0.0
Atlantis,PV_ROF,CO2,1,2031,0.0
Atlantis,PV_ROF,CO2,1,2032,0.0
Atlantis,PV_ROF,CO2,1,2033,0.0
Atlantis,PV_ROF,CO2,1,2034,0.0
Atlantis,PV_ROF,CO2,1,2035,0.0
Atlantis,PV_ROF,CO2,1,2036,0.0
Atlantis,PV_ROF,CO2,1,2037,0.0
Atlantis,PV_ROF,CO2,1,2038,0.0
Atlantis,PV_ROF,CO2,1,2039,0.0
Atlantis,PV_ROF,CO2,1,2040,0.0
Atlantis,PV_ROF,Nox,1,2014,0.0
Atlantis,PV_ROF,Nox,1,2015,0.0
Atlantis,PV_ROF,Nox,1,2016,0.0
Atlantis,PV_ROF,Nox,1,2017,0.0
Atlantis,PV_ROF,Nox,1,2018,0.0
Atlantis,PV_ROF,Nox,1,2019,0.0
Atlantis,PV_ROF,Nox,1,2020,0.0
Atlantis,PV_ROF,Nox,1,2021,0.0
Atlantis,PV_ROF,Nox,1,2022,0.0
Atlantis,PV_ROF,Nox,1,2023,0.0
Atlantis,PV_ROF,Nox,1,2024,0.0
Atlantis,PV_ROF,Nox,1,2025,0.0
Atlantis,PV_ROF,Nox,1,2026,0.0
Atlantis,PV_ROF,Nox,1,2027,0.0
Atlantis,PV_ROF,Nox,1,2028,0.0
Atlantis,PV_ROF,Nox,1,2029,0.0
Atlantis,PV_ROF,Nox,1,2030,0.0
Atlantis,PV_ROF,Nox,1,2031,0.0
Atlantis,PV_ROF,Nox,1,2032,0.0
Atlantis,PV_ROF,Nox,1,2033,0.0
Atlantis,PV_ROF,Nox,1,2034,0.0
Atlantis,PV_ROF,Nox,1,2035,0.0
Atlantis,PV_ROF,Nox,1,2036,0.0
Atlantis,PV_ROF,Nox,1,2037,0.0
Atlantis,PV_ROF,Nox,1,2038,0.0
Atlantis,PV_ROF,Nox,1,2039,0.0
Atlantis,PV_ROF,Nox,1,2040,0.0
Atlantis,WIND,CO2,1,2014,0.0
Atlantis,WIND,CO2,1,2015,0.0
Atlantis,WIND,CO2,1,2016,0.0
Atlantis,WIND,CO2,1,2017,0.0
Atlantis,WIND,CO2,1,2018,0.0
Atlantis,WIND,CO2,1,2019,0.0
Atlantis,WIND,CO2,1,2020,0.0
Atlantis,WIND,CO2,1,2021,0.0
Atlantis,WIND,CO2,1,2022,0.0
Atlantis,WIND,CO2,1,2023,0.0
Atlantis,WIND,CO2,1,2024,0.0
Atlantis,WIND,CO2,1,2025,0.0
Atlantis,WIND,CO2,1,2026,0.0
Atlantis,WIND,CO2,1,2027,0.0
Atlantis,WIND,CO2,1,2028,0.0
Atlantis,WIND,CO2,1,2029,0.0
Atlantis,WIND,CO2,1,2030,0.0
Atlantis,WIND,CO2,1,2031,0.0
Atlantis,WIND,CO2,1,2032,0.0
Atlantis,WIND,CO2,1,2033,0.0
Atlantis,WIND,CO2,1,2034,0.0
Atlantis,WIND,CO2,1,2035,0.0
Atlantis,WIND,CO2,1,2036,0.0
Atlantis,WIND,CO2,1,2037,0.0
Atlantis,WIND,CO2,1,2038,0.0
Atlantis,WIND,CO2,1,2039,0.0
Atlantis,WIND,CO2,1,2040,0.0
Atlantis,WIND,Nox,1,2014,0.0
Atlantis,WIND,Nox,1,2015,0.0
Atlantis,WIND,Nox,1,2016,0.0
Atlantis,WIND,Nox,1,2017,0.0
Atlantis,WIND,Nox,1,2018,0.0
Atlantis,WIND,Nox,1,2019,0.0
Atlantis,WIND,Nox,1,2020,0.0
Atlantis,WIND,Nox,1,2021,0.0
Atlantis,WIND,Nox,1,2022,0.0
Atlantis,WIND,Nox,1,2023,0.0
Atlantis,WIND,Nox,1,2024,0.0
Atlantis,WIND,Nox,1,2025,0.0
Atlantis,WIND,Nox,1,2026,0.0
Atlantis,WIND,Nox,1,2027,0.0
Atlantis,WIND,Nox,1,2028,0.0
Atlantis,WIND,Nox,1,2029,0.0
Atlantis,WIND,Nox,1,2030,0.0
Atlantis,WIND,Nox,1,2031,0.0
Atlantis,WIND,Nox,1,2032,0.0
Atlantis,WIND,Nox,1,2033,0.0
Atlantis,WIND,Nox,1,2034,0.0
Atlantis,WIND,Nox,1,2035,0.0
Atlantis,WIND,Nox,1,2036,0.0
Atlantis,WIND,Nox,1,2037,0.0
Atlantis,WIND,Nox,1,2038,0.0
Atlantis,WIND,Nox,1,2039,0.0
Atlantis,WIND,Nox,1,2040,0.0
Atlantis,NGCC,CO2,1,2014,0.0
Atlantis,NGCC,CO2,1,2015,0.0
Atlantis,NGCC,CO2,1,2016,0.0
Atlantis,NGCC,CO2,1,2017,0.0
Atlantis,NGCC,CO2,1,2018,0.0
Atlantis,NGCC,CO2,1,2019,0.0
Atlantis,NGCC,CO2,1,2020,0.0
Atlantis,NGCC,CO2,1,2021,0.0
Atlantis,NGCC,CO2,1,2022,0.0
Atlantis,NGCC,CO2,1,2023,0.0
Atlantis,NGCC,CO2,1,2024,0.0
Atlantis,NGCC,CO2,1,2025,0.0
Atlantis,NGCC,CO2,1,2026,0.0
Atlantis,NGCC,CO2,1,2027,0.0
Atlantis,NGCC,CO2,1,2028,0.0
Atlantis,NGCC,CO2,1,2029,0.0
Atlantis,NGCC,CO2,1,2030,0.0
Atlantis,NGCC,CO2,1,2031,0.0
Atlantis,NGCC,CO2,1,2032,0.0
Atlantis,NGCC,CO2,1,2033,0.0
Atlantis,NGCC,CO2,1,2034,0.0
Atlantis,NGCC,CO2,1,2035,0.0
Atlantis,NGCC,CO2,1,2036,0.0
Atlantis,NGCC,CO2,1,2037,0.0
Atlantis,NGCC,CO2,1,2038,0.0
Atlantis,NGCC,CO2,1,2039,0.0
Atlantis,NGCC,CO2,1,2040,0.0
Atlantis,NGCC,Nox,1,2014,0.0
Atlantis,NGCC,Nox,1,2015,0.0
Atlantis,NGCC,Nox,1,2016,0.0
Atlantis,NGCC,Nox,1,2017,0.0
Atlantis,NGCC,Nox,1,2018,0.0
Atlantis,NGCC,Nox,1,2019,0.0
Atlantis,NGCC,Nox,1,2020,0.0
Atlantis,NGCC,Nox,1,2021,0.0
Atlantis,NGCC,Nox,1,2022,0.0
Atlantis,NGCC,Nox,1,2023,0.0
Atlantis,NGCC,Nox,1,2024,0.0
Atlantis,NGCC,Nox,1,2025,0.0
Atlantis,NGCC,Nox,1,2026,0.0
Atlantis,NGCC,Nox,1,2027,0.0
Atlantis,NGCC,Nox,1,2028,0.0
Atlantis,NGCC,Nox,1,2029,0.0
Atlantis,NGCC,Nox,1,2030,0.0
Atlantis,NGCC,Nox,1,2031,0.0
Atlantis,NGCC,Nox,1,2032,0.0
Atlantis,NGCC,Nox,1,2033,0.0
Atlantis,NGCC,Nox,1,2034,0.0
Atlantis,NGCC,Nox,1,2035,0.0
Atlantis,NGCC,Nox,1,2036,0.0
Atlantis,NGCC,Nox,1,2037,0.0
Atlantis,NGCC,Nox,1,2038,0.0
Atlantis,NGCC,Nox,1,2039,0.0
Atlantis,NGCC,Nox,1,2040,0.0
Atlantis,NUCLEAR,CO2,1,2014,0.0
Atlantis,NUCLEAR,CO2,1,2015,0.0
Atlantis,NUCLEAR,CO2,1,2016,0.0
Atlantis,NUCLEAR,CO2,1,2017,0.0
Atlantis,NUCLEAR,CO2,1,2018,0.0
Atlantis,NUCLEAR,CO2,1,2019,0.0
Atlantis,NUCLEAR,CO2,1,2020,0.0
Atlantis,NUCLEAR,CO2,1,2021,0.0
Atlantis,NUCLEAR,CO2,1,2022,0.0
Atlantis,NUCLEAR,CO2,1,2023,0.0
Atlantis,NUCLEAR,CO2,1,2024,0.0
Atlantis,NUCLEAR,CO2,1,2025,0.0
Atlantis,NUCLEAR,CO2,1,2026,0.0
Atlantis,NUCLEAR,CO2,1,2027,0.0
Atlantis,NUCLEAR,CO2,1,2028,0.0
Atlantis,NUCLEAR,CO2,1,2029,0.0
Atlantis,NUCLEAR,CO2,1,2030,0.0
Atlantis,NUCLEAR,CO2,1,2031,0.0
Atlantis,NUCLEAR,CO2,1,2032,0.0
Atlantis,NUCLEAR,CO2,1,2033,0.0
Atlantis,NUCLEAR,CO2,1,2034,0.0
Atlantis,NUCLEAR,CO2,1,2035,0.0
Atlantis,NUCLEAR,CO2,1,2036,0.0
Atlantis,NUCLEAR,CO2,1,2037,0.0
Atlantis,NUCLEAR,CO2,1,2038,0.0
Atlantis,NUCLEAR,CO2,1,2039,0.0
Atlantis,NUCLEAR,CO2,1,2040,0.0
Atlantis,NUCLEAR,Nox,1,2014,0.0
Atlantis,NUCLEAR,Nox,1,2015,0.0
Atlantis,NUCLEAR,Nox,1,2016,0.0
Atlantis,NUCLEAR,Nox,1,2017,0.0
Atlantis,NUCLEAR,Nox,1,2018,0.0
Atlantis,NUCLEAR,Nox,1,2019,0.0
Atlantis,NUCLEAR,Nox,1,2020,0.0
Atlantis,NUCLEAR,Nox,1,2021,0.0
Atlantis,NUCLEAR,Nox,1,2022,0.0
Atlantis,NUCLEAR,Nox,1,2023,0.0
Atlantis,NUCLEAR,Nox,1,2024,0.0
Atlantis,NUCLEAR,Nox,1,2025,0.0
Atlantis,NUCLEAR,Nox,1,2026,0.0
Atlantis,NUCLEAR,Nox,1,2027,0.0
Atlantis,NUCLEAR,Nox,1,2028,0.0
Atlantis,NUCLEAR,Nox,1,2029,0.0
Atlantis,NUCLEAR,Nox,1,2030,0.0
Atlantis,NUCLEAR,Nox,1,2031,0.0
Atlantis,NUCLEAR,Nox,1,2032,0.0
Atlantis,NUCLEAR,Nox,1,2033,0.0
Atlantis,NUCLEAR,Nox,1,2034,0.0
Atlantis,NUCLEAR,Nox,1,2035,0.0
Atlantis,NUCLEAR,Nox,1,2036,0.0
Atlantis,NUCLEAR,Nox,1,2037,0.0
Atlantis,NUCLEAR,Nox,1,2038,0.0
Atlantis,NUCLEAR,Nox,1,2039,0.0
Atlantis,NUCLEAR,Nox,1,2040,0.0
Atlantis,TRANS,CO2,1,2014,0.0
Atlantis,TRANS,CO2,1,2015,0.0
Atlantis,TRANS,CO2,1,2016,0.0
Atlantis,TRANS,CO2,1,2017,0.0
Atlantis,TRANS,CO2,1,2018,0.0
Atlantis,TRANS,CO2,1,2019,0.0
Atlantis,TRANS,CO2,1,2020,0.0
Atlantis,TRANS,CO2,1,2021,0.0
Atlantis,TRANS,CO2,1,2022,0.0
Atlantis,TRANS,CO2,1,2023,0.0
Atlantis,TRANS,CO2,1,2024,0.0
Atlantis,TRANS,CO2,1,2025,0.0
Atlantis,TRANS,CO2,1,2026,0.0
Atlantis,TRANS,CO2,1,2027,0.0
Atlantis,TRANS,CO2,1,2028,0.0
Atlantis,TRANS,CO2,1,2029,0.0
Atlantis,TRANS,CO2,1,2030,0.0
Atlantis,TRANS,CO2,1,2031,0.0
Atlantis,TRANS,CO2,1,2032,0.0
Atlantis,TRANS,CO2,1,2033,0.0
Atlantis,TRANS,CO2,1,2034,0.0
Atlantis,TRANS,CO2,1,2035,0.0
Atlantis,TRANS,CO2,1,2036,0.0
Atlantis,TRANS,CO2,1,2037,0.0
Atlantis,TRANS,CO2,1,2038,0.0
Atlantis,TRANS,CO2,1,2039,0.0
Atlantis,TRANS,CO2,1,2040,0.0
Atlantis,TRANS,Nox,1,2014,0.0
Atlantis,TRANS,Nox,1,2015,0.0
Atlantis,TRANS,Nox,1,2016,0.0
Atlantis,TRANS,Nox,1,2017,0.0
Atlantis,TRANS,Nox,1,2018,0.0
Atlantis,TRANS,Nox,1,2019,0.0
Atlantis,TRANS,Nox,1,2020,0.0
Atlantis,TRANS,Nox,1,2021,0.0
Atlantis,TRANS,Nox,1,2022,0.0
Atlantis,TRANS,Nox,1,2023,0.0
Atlantis,TRANS,Nox,1,2024,0.0
Atlantis,TRANS,Nox,1,2025,0.0
Atlantis,TRANS,Nox,1,2026,0.0
Atlantis,TRANS,Nox,1,2027,0.0
Atlantis,TRANS,Nox,1,2028,0.0
Atlantis,TRANS,Nox,1,2029,0.0
Atlantis,TRANS,Nox,1,2030,0.0
Atlantis,TRANS,Nox,1,2031,0.0
Atlantis,TRANS,Nox,1,2032,0.0
Atlantis,TRANS,Nox,1,2033,0.0
Atlantis,TRANS,Nox,1,2034,0.0
Atlantis,TRANS,Nox,1,2035,0.0
Atlantis,TRANS,Nox,1,2036,0.0
Atlantis,TRANS,Nox,1,2037,0.0
Atlantis,TRANS,Nox,1,2038,0.0
Atlantis,TRANS,Nox,1,2039,0.0
Atlantis,TRANS,Nox,1,2040,0.0
Atlantis,DIST_IND,CO2,1,2014,0.0
Atlantis,DIST_IND,CO2,1,2015,0.0
Atlantis,DIST_IND,CO2,1,2016,0.0
Atlantis,DIST_IND,CO2,1,2017,0.0
Atlantis,DIST_IND,CO2,1,2018,0.0
Atlantis,DIST_IND,CO2,1,2019,0.0
Atlantis,DIST_IND,CO2,1,2020,0.0
Atlantis,DIST_IND,CO2,1,2021,0.0
Atlantis,DIST_IND,CO2,1,2022,0.0
Atlantis,DIST_IND,CO2,1,2023,0.0
Atlantis,DIST_IND,CO2,1,2024,0.0
Atlantis,DIST_IND,CO2,1,2025,0.0
Atlantis,DIST_IND,CO2,1,2026,0.0
Atlantis,DIST_IND,CO2,1,2027,0.0
Atlantis,DIST_IND,CO2,1,2028,0.0
Atlantis,DIST_IND,CO2,1,2029,0.0
Atlantis,DIST_IND,CO2,1,2030,0.0
Atlantis,DIST_IND,CO2,1,2031,0.0
Atlantis,DIST_IND,CO2,1,2032,0.0
Atlantis,DIST_IND,CO2,1,2033,0.0
Atlantis,DIST_IND,CO2,1,2034,0.0
Atlantis,DIST_IND,CO2,1,2035,0.0
Atlantis,DIST_IND,CO2,1,2036,0.0
Atlantis,DIST_IND,CO2,1,2037,0.0
Atlantis,DIST_IND,CO2,1,2038,0.0
Atlantis,DIST_IND,CO2,1,2039,0.0
Atlantis,DIST_IND,CO2,1,2040,0.0
Atlantis,DIST_IND,Nox,1,2014,0.0
Atlantis,DIST_IND,Nox,1,2015,0.0
Atlantis,DIST_IND,Nox,1,2016,0.0
Atlantis,DIST_IND,Nox,1,2017,0.0
Atlantis,DIST_IND,Nox,1,2018,0.0
Atlantis,DIST_IND,Nox,1,2019,0.0
Atlantis,DIST_IND,Nox,1,2020,0.0
Atlantis,DIST_IND,Nox,1,2021,0.0
Atlantis,DIST_IND,Nox,1,2022,0.0
Atlantis,DIST_IND,Nox,1,2023,0.0
Atlantis,DIST_IND,Nox,1,2024,0.0
Atlantis,DIST_IND,Nox,1,2025,0.0
Atlantis,DIST_IND,Nox,1,2026,0.0
Atlantis,DIST_IND,Nox,1,2027,0.0
Atlantis,DIST_IND,Nox,1,2028,0.0
Atlantis,DIST_IND,Nox,1,2029,0.0
Atlantis,DIST_IND,Nox,1,2030,0.0
Atlantis,DIST_IND,Nox,1,2031,0.0
Atlantis,DIST_IND,Nox,1,2032,0.0
Atlantis,DIST_IND,Nox,1,2033,0.0
Atlantis,DIST_IND,Nox,1,2034,0.0
Atlantis,DIST_IND,Nox,1,2035,0.0
Atlantis,DIST_IND,Nox,1,2036,0.0
Atlantis,DIST_IND,Nox,1,2037,0.0
Atlantis,DIST_IND,Nox,1,2038,0.0
Atlantis,DIST_IND,Nox,1,2039,0.0
Atlantis,DIST_IND,Nox,1,2040,0.0
Atlantis,DIST_TRA,CO2,1,2014,0.0
Atlantis,DIST_TRA,CO2,1,2015,0.0
Atlantis,DIST_TRA,CO2,1,2016,0.0
Atlantis,DIST_TRA,CO2,1,2017,0.0
Atlantis,DIST_TRA,CO2,1,2018,0.0
Atlantis,DIST_TRA,CO2,1,2019,0.0
Atlantis,DIST_TRA,CO2,1,2020,0.0
Atlantis,DIST_TRA,CO2,1,2021,0.0
