REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,value
Atlantis,WD,UR_Imp,1,2036,3.822458228969946
Atlantis,WD,UR_Imp,1,2037,3.612181285447837
Atlantis,WD,UR_Imp,1,2038,3.3910293606073187
Atlantis,WD,UR_Imp,1,2039,3.1587111367268528
Atlantis,WD,UR_Imp,1,2040,2.913789418417862
Atlantis,WD,NGSC,1,2014,0.09265233120991949
Atlantis,WD,NGSC,1,2015,1.5321997120942406e-16
Atlantis,WD,NGSC,1,2016,-4.596599136282721e-16
Atlantis,WD,NGSC,1,2017,0.0
Atlantis,WD,NGSC,1,2018,0.0
Atlantis,WD,NGSC,1,2019,0.0
Atlantis,WD,NGSC,1,2020,0.0
Atlantis,WD,NGSC,1,2021,0.0
Atlantis,WD,NGSC,1,2022,0.0
Atlantis,WD,NGSC,1,2023,0.0
Atlantis,WD,NGSC,1,2024,0.0
Atlantis,WD,NGSC,1,2025,0.0
Atlantis,WD,NGSC,1,2026,0.0
Atlantis,WD,NGSC,1,2027,0.0
Atlantis,WD,NGSC,1,2028,0.0
Atlantis,WD,NGSC,1,2029,0.0
Atlantis,WD,NGSC,1,2030,0.0
Atlantis,WD,NGSC,1,2031,0.0
Atlantis,WD,NGSC,1,2032,0.0
Atlantis,WD,NGSC,1,2033,0.0
Atlantis,WD,NGSC,1,2034,0.0
Atlantis,WD,NGSC,1,2035,0.0
Atlantis,WD,NGSC,1,2036,0.0
Atlantis,WD,NGSC,1,2037,0.0
Atlantis,WD,NGSC,1,2038,0.0
Atlantis,WD,NGSC,1,2039,0.0
Atlantis,WD,NGSC,1,2040,0.0
Atlantis,WD,DSGC,1,2014,0.0
Atlantis,WD,DSGC,1,2015,0.0
Atlantis,WD,DSGC,1,2016,0.0
Atlantis,WD,DSGC,1,2017,0.0
Atlantis,WD,DSGC,1,2018,0.0
Atlantis,WD,DSGC,1,2019,0.0
Atlantis,WD,DSGC,1,2020,0.0
Atlantis,WD,DSGC,1,2021,0.0
Atlantis,WD,DSGC,1,2022,0.0
Atlantis,WD,DSGC,1,2023,0.0
Atlantis,WD,DSGC,1,2024,0.0
Atlantis,WD,DSGC,1,2025,0.0
Atlantis,WD,DSGC,1,2026,0.0
Atlantis,WD,DSGC,1,2027,0.0
Atlantis,WD,DSGC,1,2028,0.0
Atlantis,WD,DSGC,1,2029,0.0
Atlantis,WD,DSGC,1,2030,0.0
Atlantis,WD,DSGC,1,2031,0.0
Atlantis,WD,DSGC,1,2032,0.0
Atlantis,WD,DSGC,1,2033,0.0
Atlantis,WD,DSGC,1,2034,0.0
Atlantis,WD,DSGC,1,2035,0.0
Atlantis,WD,DSGC,1,2036,0.0
Atlantis,WD,DSGC,1,2037,0.0
Atlantis,WD,DSGC,1,2038,0.0
Atlantis,WD,DSGC,1,2039,0.0
Atlantis,WD,DSGC,1,2040,0.0
Atlantis,WD,IGCC,1,2014,0.94608
Atlantis,WD,IGCC,1,2015,0.94608
Atlantis,WD,IGCC,1,2016,0.94608
Atlantis,WD,IGCC,1,2017,0.94608
Atlantis,WD,IGCC,1,2018,0.94608
Atlantis,WD,IGCC,1,2019,0.94608
Atlantis,WD,IGCC,1,2020,0.94608
Atlantis,WD,IGCC,1,2021,0.94608
Atlantis,WD,IGCC,1,2022,0.94608
Atlantis,WD,IGCC,1,2023,0.94608
Atlantis,WD,IGCC,1,2024,0.94608
Atlantis,WD,IGCC,1,2025,0.94608
Atlantis,WD,IGCC,1,2026,0.9460800000000001
Atlantis,WD,IGCC,1,2027,0.94608
Atlantis,WD,IGCC,1,2028,0.94608
Atlantis,WD,IGCC,1,2029,0.94608
Atlantis,WD,IGCC,1,2030,0.94608
Atlantis,WD,IGCC,1,2031,0.4272891664588799
Atlantis,WD,IGCC,1,2032,0.7553118742686323
Atlantis,WD,IGCC,1,2033,0.94608
Atlantis,WD,IGCC,1,2034,0.94608
Atlantis,WD,IGCC,1,2035,0.94608
Atlantis,WD,IGCC,1,2036,0.94608
Atlantis,WD,IGCC,1,2037,0.94608
Atlantis,WD,IGCC,1,2038,0.94608
Atlantis,WD,IGCC,1,2039,0.94608
Atlantis,WD,IGCC,1,2040,0.94608
Atlantis,WD,HFSC,1,2014,0.0
Atlantis,WD,HFSC,1,2015,0.12000442701205452
Atlantis,WD,HFSC,1,2016,0.24515907812886273
Atlantis,WD,HFSC,1,2017,0.41856009308004577
Atlantis,WD,HFSC,1,2018,0.0
Atlantis,WD,HFSC,1,2019,0.0
Atlantis,WD,HFSC,1,2020,0.0
Atlantis,WD,HFSC,1,2021,0.0
Atlantis,WD,HFSC,1,2022,0.0
Atlantis,WD,HFSC,1,2023,0.0
Atlantis,WD,HFSC,1,2024,0.0
Atlantis,WD,HFSC,1,2025,0.0
Atlantis,WD,HFSC,1,2026,0.0
Atlantis,WD,HFSC,1,2027,0.0
Atlantis,WD,HFSC,1,2028,0.0
Atlantis,WD,HFSC,1,2029,0.0
Atlantis,WD,HFSC,1,2030,0.0
Atlantis,WD,HFSC,1,2031,0.0
Atlantis,WD,HFSC,1,2032,0.0
Atlantis,WD,HFSC,1,2033,0.0
Atlantis,WD,HFSC,1,2034,0.0
Atlantis,WD,HFSC,1,2035,0.0
Atlantis,WD,HFSC,1,2036,0.0
Atlantis,WD,HFSC,1,2037,0.0
Atlantis,WD,HFSC,1,2038,0.0
Atlantis,WD,HFSC,1,2039,0.0
Atlantis,WD,HFSC,1,2040,0.0
Atlantis,WD,HYDRO_DAM,1,2014,4.461549083388534
Atlantis,WD,HYDRO_DAM,1,2015,4.461549083388534
Atlantis,WD,HYDRO_DAM,1,2016,4.461549083388534
Atlantis,WD,HYDRO_DAM,1,2017,4.461549083388534
Atlantis,WD,HYDRO_DAM,1,2018,4.461549083388534
Atlantis,WD,HYDRO_DAM,1,2019,3.8308290833885335
Atlantis,WD,HYDRO_DAM,1,2020,3.8308290833885335
Atlantis,WD,HYDRO_DAM,1,2021,3.8308290833885335
Atlantis,WD,HYDRO_DAM,1,2022,4.002752264705745
Atlantis,WD,HYDRO_DAM,1,2023,4.309455901655787
Atlantis,WD,HYDRO_DAM,1,2024,4.519007289178197
Atlantis,WD,HYDRO_DAM,1,2025,4.519007289178197
Atlantis,WD,HYDRO_DAM,1,2026,4.519007289178197
Atlantis,WD,HYDRO_DAM,1,2027,4.519007289178197
Atlantis,WD,HYDRO_DAM,1,2028,4.706759563391583
Atlantis,WD,HYDRO_DAM,1,2029,4.706759563391584
Atlantis,WD,HYDRO_DAM,1,2030,4.706759563391584
Atlantis,WD,HYDRO_DAM,1,2031,4.706759563391584
Atlantis,WD,HYDRO_DAM,1,2032,4.706759563391584
Atlantis,WD,HYDRO_DAM,1,2033,4.882067575220883
Atlantis,WD,HYDRO_DAM,1,2034,5.158354123022431
Atlantis,WD,HYDRO_DAM,1,2035,5.439584042713762
Atlantis,WD,HYDRO_DAM,1,2036,5.733458354614751
Atlantis,WD,HYDRO_DAM,1,2037,6.043544684830682
Atlantis,WD,HYDRO_DAM,1,2038,6.369598206850456
Atlantis,WD,HYDRO_DAM,1,2039,6.711863747185176
Atlantis,WD,HYDRO_DAM,1,2040,7.071717051619334
Atlantis,WD,HYDRO_MIN,1,2014,0.14191199999999998
Atlantis,WD,HYDRO_MIN,1,2015,0.14191199999999998
Atlantis,WD,HYDRO_MIN,1,2016,0.14191199999999998
Atlantis,WD,HYDRO_MIN,1,2017,0.14191199999999998
Atlantis,WD,HYDRO_MIN,1,2018,0.14191199999999998
Atlantis,WD,HYDRO_MIN,1,2019,0.0
Atlantis,WD,HYDRO_MIN,1,2020,0.0
Atlantis,WD,HYDRO_MIN,1,2021,0.0
Atlantis,WD,HYDRO_MIN,1,2022,0.0
Atlantis,WD,HYDRO_MIN,1,2023,0.0
Atlantis,WD,HYDRO_MIN,1,2024,0.0
Atlantis,WD,HYDRO_MIN,1,2025,0.0
Atlantis,WD,HYDRO_MIN,1,2026,0.0
Atlantis,WD,HYDRO_MIN,1,2027,0.0
Atlantis,WD,HYDRO_MIN,1,2028,0.0
Atlantis,WD,HYDRO_MIN,1,2029,0.0
Atlantis,WD,HYDRO_MIN,1,2030,0.0
Atlantis,WD,HYDRO_MIN,1,2031,0.0
Atlantis,WD,HYDRO_MIN,1,2032,0.0
Atlantis,WD,HYDRO_MIN,1,2033,0.0
Atlantis,WD,HYDRO_MIN,1,2034,0.0
Atlantis,WD,HYDRO_MIN,1,2035,0.0
Atlantis,WD,HYDRO_MIN,1,2036,0.0
Atlantis,WD,HYDRO_MIN,1,2037,0.0
Atlantis,WD,HYDRO_MIN,1,2038,0.0
Atlantis,WD,HYDRO_MIN,1,2039,0.0
Atlantis,WD,HYDRO_MIN,1,2040,0.0
Atlantis,WD,DIESEL_GEN,1,2014,0.0
Atlantis,WD,DIESEL_GEN,1,2015,0.0
Atlantis,WD,DIESEL_GEN,1,2016,0.0
Atlantis,WD,DIESEL_GEN,1,2017,0.0
Atlantis,WD,DIESEL_GEN,1,2018,0.0
Atlantis,WD,DIESEL_GEN,1,2019,0.0
Atlantis,WD,DIESEL_GEN,1,2020,0.0
Atlantis,WD,DIESEL_GEN,1,2021,0.0
Atlantis,WD,DIESEL_GEN,1,2022,0.0
Atlantis,WD,DIESEL_GEN,1,2023,0.0
Atlantis,WD,DIESEL_GEN,1,2024,0.0
Atlantis,WD,DIESEL_GEN,1,2025,0.0
Atlantis,WD,DIESEL_GEN,1,2026,0.0
Atlantis,WD,DIESEL_GEN,1,2027,0.0
Atlantis,WD,DIESEL_GEN,1,2028,0.0
Atlantis,WD,DIESEL_GEN,1,2029,0.0
Atlantis,WD,DIESEL_GEN,1,2030,0.0
Atlantis,WD,DIESEL_GEN,1,2031,0.0
Atlantis,WD,DIESEL_GEN,1,2032,0.0
Atlantis,WD,DIESEL_GEN,1,2033,0.0
Atlantis,WD,DIESEL_GEN,1,2034,0.0
Atlantis,WD,DIESEL_GEN,1,2035,0.0
Atlantis,WD,DIESEL_GEN,1,2036,0.0
Atlantis,WD,DIESEL_GEN,1,2037,0.0
Atlantis,WD,DIESEL_GEN,1,2038,0.0
Atlantis,WD,DIESEL_GEN,1,2039,0.0
Atlantis,WD,DIESEL_GEN,1,2040,0.0
Atlantis,WD,CSP,1,2014,0.0
Atlantis,WD,CSP,1,2015,0.0
Atlantis,WD,CSP,1,2016,0.0
Atlantis,WD,CSP,1,2017,0.0
Atlantis,WD,CSP,1,2018,0.0
Atlantis,WD,CSP,1,2019,0.0
Atlantis,WD,CSP,1,2020,0.0
Atlantis,WD,CSP,1,2021,0.0
Atlantis,WD,CSP,1,2022,0.0
Atlantis,WD,CSP,1,2023,0.0
Atlantis,WD,CSP,1,2024,0.0
Atlantis,WD,CSP,1,2025,0.0
Atlantis,WD,CSP,1,2026,0.0
Atlantis,WD,CSP,1,2027,0.0
Atlantis,WD,CSP,1,2028,0.0
Atlantis,WD,CSP,1,2029,0.0
Atlantis,WD,CSP,1,2030,0.0
Atlantis,WD,CSP,1,2031,0.0
Atlantis,WD,CSP,1,2032,0.0
Atlantis,WD,CSP,1,2033,0.0
Atlantis,WD,CSP,1,2034,0.0
Atlantis,WD,CSP,1,2035,0.0
Atlantis,WD,CSP,1,2036,0.0
Atlantis,WD,CSP,1,2037,0.0
Atlantis,WD,CSP,1,2038,0.0
Atlantis,WD,CSP,1,2039,0.0
Atlantis,WD,CSP,1,2040,0.0
Atlantis,WD,PV_UTL,1,2014,0.0
Atlantis,WD,PV_UTL,1,2015,0.0
Atlantis,WD,PV_UTL,1,2016,0.0
Atlantis,WD,PV_UTL,1,2017,0.0
Atlantis,WD,PV_UTL,1,2018,0.0
Atlantis,WD,PV_UTL,1,2019,0.0
Atlantis,WD,PV_UTL,1,2020,0.0
Atlantis,WD,PV_UTL,1,2021,0.0
Atlantis,WD,PV_UTL,1,2022,0.0
Atlantis,WD,PV_UTL,1,2023,0.0
Atlantis,WD,PV_UTL,1,2024,0.0
Atlantis,WD,PV_UTL,1,2025,0.0
Atlantis,WD,PV_UTL,1,2026,0.0
Atlantis,WD,PV_UTL,1,2027,0.0
Atlantis,WD,PV_UTL,1,2028,0.0
Atlantis,WD,PV_UTL,1,2029,0.0
Atlantis,WD,PV_UTL,1,2030,0.0
Atlantis,WD,PV_UTL,1,2031,0.0
Atlantis,WD,PV_UTL,1,2032,0.0
Atlantis,WD,PV_UTL,1,2033,0.0
Atlantis,WD,PV_UTL,1,2034,0.0
Atlantis,WD,PV_UTL,1,2035,0.0
Atlantis,WD,PV_UTL,1,2036,0.0
Atlantis,WD,PV_UTL,1,2037,0.0
Atlantis,WD,PV_UTL,1,2038,0.0
Atlantis,WD,PV_UTL,1,2039,0.0
Atlantis,WD,PV_UTL,1,2040,0.0
Atlantis,WD,PV_ROF,1,2014,0.0
Atlantis,WD,PV_ROF,1,2015,0.0
Atlantis,WD,PV_ROF,1,2016,0.0
Atlantis,WD,PV_ROF,1,2017,0.0
Atlantis,WD,PV_ROF,1,2018,0.0
Atlantis,WD,PV_ROF,1,2019,0.0
Atlantis,WD,PV_ROF,1,2020,0.0
Atlantis,WD,PV_ROF,1,2021,0.0
Atlantis,WD,PV_ROF,1,2022,0.0
Atlantis,WD,PV_ROF,1,2023,0.0
Atlantis,WD,PV_ROF,1,2024,0.0
Atlantis,WD,PV_ROF,1,2025,0.0
Atlantis,WD,PV_ROF,1,2026,0.0
Atlantis,WD,PV_ROF,1,2027,0.0
Atlantis,WD,PV_ROF,1,2028,0.0
Atlantis,WD,PV_ROF,1,2029,0.0
Atlantis,WD,PV_ROF,1,2030,0.0
Atlantis,WD,PV_ROF,1,2031,0.0
Atlantis,WD,PV_ROF,1,2032,0.0
Atlantis,WD,PV_ROF,1,2033,0.0
Atlantis,WD,PV_ROF,1,2034,0.0
Atlantis,WD,PV_ROF,1,2035,0.0
Atlantis,WD,PV_ROF,1,2036,0.0
Atlantis,WD,PV_ROF,1,2037,0.0
Atlantis,WD,PV_ROF,1,2038,0.0
Atlantis,WD,PV_ROF,1,2039,0.0
Atlantis,WD,PV_ROF,1,2040,0.0
Atlantis,WD,WIND,1,2014,0.0
Atlantis,WD,WIND,1,2015,0.0
Atlantis,WD,WIND,1,2016,0.0
Atlantis,WD,WIND,1,2017,0.0
Atlantis,WD,WIND,1,2018,0.0
Atlantis,WD,WIND,1,2019,1.0
Atlantis,WD,WIND,1,2020,1.0611148920218458
Atlantis,WD,WIND,1,2021,1.3948434920995987
Atlantis,WD,WIND,1,2022,1.5
Atlantis,WD,WIND,1,2023,1.5
Atlantis,WD,WIND,1,2024,1.5
Atlantis,WD,WIND,1,2025,1.5
Atlantis,WD,WIND,1,2026,1.835402040540703
Atlantis,WD,WIND,1,2027,2.0000000000000004
Atlantis,WD,WIND,1,2028,2.0000000000000004
Atlantis,WD,WIND,1,2029,2.0
Atlantis,WD,WIND,1,2030,2.0000000000000004
Atlantis,WD,WIND,1,2031,1.9999999999999996
Atlantis,WD,WIND,1,2032,2.0
Atlantis,WD,WIND,1,2033,2.0
Atlantis,WD,WIND,1,2034,2.0
Atlantis,WD,WIND,1,2035,1.9999999999999996
Atlantis,WD,WIND,1,2036,2.0000000000000004
Atlantis,WD,WIND,1,2037,2.0
Atlantis,WD,WIND,1,2038,2.0000000000000004
Atlantis,WD,WIND,1,2039,2.0
Atlantis,WD,WIND,1,2040,2.0
Atlantis,WD,NGCC,1,2014,0.0
Atlantis,WD,NGCC,1,2015,0.0
Atlantis,WD,NGCC,1,2016,0.0
Atlantis,WD,NGCC,1,2017,0.0
Atlantis,WD,NGCC,1,2018,0.0
Atlantis,WD,NGCC,1,2019,0.009578158896747757
Atlantis,WD,NGCC,1,2020,0.0
Atlantis,WD,NGCC,1,2021,0.0
Atlantis,WD,NGCC,1,2022,0.0
Atlantis,WD,NGCC,1,2023,0.0
Atlantis,WD,NGCC,1,2024,0.0
Atlantis,WD,NGCC,1,2025,0.05151689050474486
Atlantis,WD,NGCC,1,2026,0.0
Atlantis,WD,NGCC,1,2027,0.0
Atlantis,WD,NGCC,1,2028,0.0
Atlantis,WD,NGCC,1,2029,0.0
Atlantis,WD,NGCC,1,2030,0.09713626539801244
Atlantis,WD,NGCC,1,2031,0.0
Atlantis,WD,NGCC,1,2032,0.0
Atlantis,WD,NGCC,1,2033,0.0
Atlantis,WD,NGCC,1,2034,0.0
Atlantis,WD,NGCC,1,2035,0.0
Atlantis,WD,NGCC,1,2036,0.0
Atlantis,WD,NGCC,1,2037,0.0
Atlantis,WD,NGCC,1,2038,0.0
Atlantis,WD,NGCC,1,2039,0.0
Atlantis,WD,NGCC,1,2040,0.0
Atlantis,WD,NUCLEAR,1,2014,0.0
Atlantis,WD,NUCLEAR,1,2015,0.0
Atlantis,WD,NUCLEAR,1,2016,0.0
Atlantis,WD,NUCLEAR,1,2017,0.0
Atlantis,WD,NUCLEAR,1,2018,0.6332773509202817
Atlantis,WD,NUCLEAR,1,2019,0.6103515174822395
Atlantis,WD,NUCLEAR,1,2020,0.7619293630716922
Atlantis,WD,NUCLEAR,1,2021,0.6668570082128502
Atlantis,WD,NUCLEAR,1,2022,0.6382509735125739
Atlantis,WD,NUCLEAR,1,2023,0.601387552817872
Atlantis,WD,NUCLEAR,1,2024,0.5670224500789642
Atlantis,WD,NUCLEAR,1,2025,0.6466457447183225
Atlantis,WD,NUCLEAR,1,2026,0.5024052129615056
Atlantis,WD,NUCLEAR,1,2027,0.49031400038431855
Atlantis,WD,NUCLEAR,1,2028,0.4677731704613596
Atlantis,WD,NUCLEAR,1,2029,0.651306457185245
Atlantis,WD,NUCLEAR,1,2030,0.7547658713873714
Atlantis,WD,NUCLEAR,1,2031,1.5819971197867884
Atlantis,WD,NUCLEAR,1,2032,1.4675896513747928
Atlantis,WD,NUCLEAR,1,2033,1.3202200780468938
Atlantis,WD,NUCLEAR,1,2034,1.2642679330307987
Atlantis,WD,NUCLEAR,1,2035,1.2064706620356471
Atlantis,WD,NUCLEAR,1,2036,1.146737468690985
Atlantis,WD,NUCLEAR,1,2037,1.0836543856343523
Atlantis,WD,NUCLEAR,1,2038,1.0173088081821968
Atlantis,WD,NUCLEAR,1,2039,0.9476133410180569
Atlantis,WD,NUCLEAR,1,2040,0.8741368255253595
Atlantis,WD,TRANS,1,2014,5.500281414598453
Atlantis,WD,TRANS,1,2015,5.527633510400588
Atlantis,WD,TRANS,1,2016,5.652788161517395
Atlantis,WD,TRANS,1,2017,5.826189176468583
Atlantis,WD,TRANS,1,2018,6.040906434308815
Atlantis,WD,TRANS,1,2019,6.396838759767521
Atlantis,WD,TRANS,1,2020,6.599953338482072
Atlantis,WD,TRANS,1,2021,6.838609583700982
Atlantis,WD,TRANS,1,2022,7.087083238218318
Atlantis,WD,TRANS,1,2023,7.356923454473658
Atlantis,WD,TRANS,1,2024,7.532109739257161
Atlantis,WD,TRANS,1,2025,7.6632499244012635
Atlantis,WD,TRANS,1,2026,7.802894542680405
Atlantis,WD,TRANS,1,2027,7.955401289562515
Atlantis,WD,TRANS,1,2028,8.12061273385294
Atlantis,WD,TRANS,1,2029,8.304146020576827
Atlantis,WD,TRANS,1,2030,8.504741700176965
Atlantis,WD,TRANS,1,2031,8.716045849637252
Atlantis,WD,TRANS,1,2032,8.92966108903501
Atlantis,WD,TRANS,1,2033,9.148367653267774
Atlantis,WD,TRANS,1,2034,9.368702056053229
Atlantis,WD,TRANS,1,2035,9.592134704749409
Atlantis,WD,TRANS,1,2036,9.826275823305734
Atlantis,WD,TRANS,1,2037,10.073279070465032
Atlantis,WD,TRANS,1,2038,10.332987015032652
Atlantis,WD,TRANS,1,2039,10.60555708820323
Atlantis,WD,TRANS,1,2040,10.891933877144693
Atlantis,WD,DIST_IND,1,2014,1.1148830881434566
Atlantis,WD,DIST_IND,1,2015,1.1205791930991365
Atlantis,WD,DIST_IND,1,2016,1.1449170960915853
Atlantis,WD,DIST_IND,1,2017,1.179093725825663
Atlantis,WD,DIST_IND,1,2018,1.2215555991316374
Atlantis,WD,DIST_IND,1,2019,1.2634996447143685
Atlantis,WD,DIST_IND,1,2020,1.303372379404125
Atlantis,WD,DIST_IND,1,2021,1.3504947022192921
Atlantis,WD,DIST_IND,1,2022,1.3996883359274332
Atlantis,WD,DIST_IND,1,2023,1.4530245914215234
Atlantis,WD,DIST_IND,1,2024,1.4877190488788448
Atlantis,WD,DIST_IND,1,2025,1.5136104350410242
Atlantis,WD,DIST_IND,1,2026,1.5410553043729345
Atlantis,WD,DIST_IND,1,2027,1.571089312321063
Atlantis,WD,DIST_IND,1,2028,1.6037124588854097
Atlantis,WD,DIST_IND,1,2029,1.6399603995124612
Atlantis,WD,DIST_IND,1,2030,1.6798331342022177
Atlantis,WD,DIST_IND,1,2031,1.7212593520617052
Atlantis,WD,DIST_IND,1,2032,1.76372122536768
Atlantis,WD,DIST_IND,1,2033,1.8067009263968978
Atlantis,WD,DIST_IND,1,2034,1.8501984551493593
Atlantis,WD,DIST_IND,1,2035,1.8947316393483085
Atlantis,WD,DIST_IND,1,2036,1.9408183067169886
Atlantis,WD,DIST_IND,1,2037,1.9894941127018866
Atlantis,WD,DIST_IND,1,2038,2.0407590573030023
Atlantis,WD,DIST_IND,1,2039,2.094613140520336
Atlantis,WD,DIST_IND,1,2040,2.151056362353888
Atlantis,WD,DIST_TRA,1,2014,0.26697585012738567
Atlantis,WD,DIST_TRA,1,2015,0.26806111781083036
Atlantis,WD,DIST_TRA,1,2016,0.27457272391149823
Atlantis,WD,DIST_TRA,1,2017,0.2821695976956109
Atlantis,WD,DIST_TRA,1,2018,0.29302227453005747
Atlantis,WD,DIST_TRA,1,2019,0.30278968368105935
Atlantis,WD,DIST_TRA,1,2020,0.3125570928320612
Atlantis,WD,DIST_TRA,1,2021,0.3234097696665078
Atlantis,WD,DIST_TRA,1,2022,0.335347714184399
Atlantis,WD,DIST_TRA,1,2023,0.34837092638573497
Atlantis,WD,DIST_TRA,1,2024,0.3559678001698475
Atlantis,WD,DIST_TRA,1,2025,0.36247940627051556
Atlantis,WD,DIST_TRA,1,2026,0.36899101237118337
Atlantis,WD,DIST_TRA,1,2027,0.3765878861552959
Atlantis,WD,DIST_TRA,1,2028,0.38418475993940854
Atlantis,WD,DIST_TRA,1,2029,0.39286690140696584
Atlantis,WD,DIST_TRA,1,2030,0.40263431055796783
Atlantis,WD,DIST_TRA,1,2031,0.4124017197089697
Atlantis,WD,DIST_TRA,1,2032,0.4221691288599716
Atlantis,WD,DIST_TRA,1,2033,0.4330218056944182
Atlantis,WD,DIST_TRA,1,2034,0.44278921484542
Atlantis,WD,DIST_TRA,1,2035,0.4536418916798667
Atlantis,WD,DIST_TRA,1,2036,0.46449456851431314
Atlantis,WD,DIST_TRA,1,2037,0.47643251303220446
Atlantis,WD,DIST_TRA,1,2038,0.4883704575500958
Atlantis,WD,DIST_TRA,1,2039,0.5013936697514316
Atlantis,WD,DIST_TRA,1,2040,0.5155021496362121
Atlantis,WD,DIST_RES,1,2014,2.746037315602626
Atlantis,WD,DIST_RES,1,2015,2.7596806807593968
Atlantis,WD,DIST_RES,1,2016,2.8204556710230384
Atlantis,WD,DIST_RES,1,2017,2.9047964738619454
Atlantis,WD,DIST_RES,1,2018,3.0089821714705582
Atlantis,WD,DIST_RES,1,2019,3.111927563157309
Atlantis,WD,DIST_RES,1,2020,3.211152037072248
Atlantis,WD,DIST_RES,1,2021,3.3277407939223016
Atlantis,WD,DIST_RES,1,2022,3.4480504685441686
Atlantis,WD,DIST_RES,1,2023,3.5795228964814636
Atlantis,WD,DIST_RES,1,2024,3.6651040052330996
Atlantis,WD,DIST_RES,1,2025,3.728359607353873
Atlantis,WD,DIST_RES,1,2026,3.796576433170396
Atlantis,WD,DIST_RES,1,2027,3.870994788606601
Atlantis,WD,DIST_RES,1,2028,3.951614673662489
Atlantis,WD,DIST_RES,1,2029,4.040916700185936
Atlantis,WD,DIST_RES,1,2030,4.137660562253002
Atlantis,WD,DIST_RES,1,2031,4.2406059539397525
Atlantis,WD,DIST_RES,1,2032,4.34479165155044
Atlantis,WD,DIST_RES,1,2033,4.451457961009
Atlantis,WD,DIST_RES,1,2034,4.559364576391498
Atlantis,WD,DIST_RES,1,2035,4.667271191773994
Atlantis,WD,DIST_RES,1,2036,4.781379336776176
Atlantis,WD,DIST_RES,1,2037,4.90168901139804
Atlantis,WD,DIST_RES,1,2038,5.02820021563959
Atlantis,WD,DIST_RES,1,2039,5.16091294950082
Atlantis,WD,DIST_RES,1,2040,5.299827212981738
Atlantis,WD,DIST_SER,1,2014,1.4306928832610424
Atlantis,WD,DIST_SER,1,2015,1.4372044893617102
Atlantis,WD,DIST_SER,1,2016,1.4688322904220974
Atlantis,WD,DIST_SER,1,2017,1.5134833036838204
Atlantis,WD,DIST_SER,1,2018,1.567436611375069
Atlantis,WD,DIST_SER,1,2019,1.621389919066318
Atlantis,WD,DIST_SER,1,2020,1.672552538428709
Atlantis,WD,DIST_SER,1,2021,1.7330174522206248
Atlantis,WD,DIST_SER,1,2022,1.7962730543414
Atlantis,WD,DIST_SER,1,2023,1.8641798036769368
Atlantis,WD,DIST_SER,1,2024,1.90883081693866
Atlantis,WD,DIST_SER,1,2025,1.942319076884952
Atlantis,WD,DIST_SER,1,2026,1.9776677957171493
Atlantis,WD,DIST_SER,1,2027,2.0158072028782046
Atlantis,WD,DIST_SER,1,2028,2.0576675278110703
Atlantis,WD,DIST_SER,1,2029,2.104178999958698
Atlantis,WD,DIST_SER,1,2030,2.1553416193210895
Atlantis,WD,DIST_SER,1,2031,2.209294927012338
Atlantis,WD,DIST_SER,1,2032,2.263248234703586
Atlantis,WD,DIST_SER,1,2033,2.3181317718377876
Atlantis,WD,DIST_SER,1,2034,2.3739455384149415
Atlantis,WD,DIST_SER,1,2035,2.430689534435048
Atlantis,WD,DIST_SER,1,2036,2.490224218784012
Atlantis,WD,DIST_SER,1,2037,2.552549591461834
Atlantis,WD,DIST_SER,1,2038,2.618595881911465
Atlantis,WD,DIST_SER,1,2039,2.687432860689955
Atlantis,WD,DIST_SER,1,2040,2.759990757240255
Atlantis,WN,HF_Imp,1,2014,0.0
Atlantis,WN,HF_Imp,1,2015,1.3517926849667692
Atlantis,WN,HF_Imp,1,2016,1.646440956695722
Atlantis,WN,HF_Imp,1,2017,2.0567779200000005
Atlantis,WN,HF_Imp,1,2018,0.0
Atlantis,WN,HF_Imp,1,2019,0.0
Atlantis,WN,HF_Imp,1,2020,0.0
Atlantis,WN,HF_Imp,1,2021,0.0
Atlantis,WN,HF_Imp,1,2022,0.0
Atlantis,WN,HF_Imp,1,2023,0.0
Atlantis,WN,HF_Imp,1,2024,0.0
Atlantis,WN,HF_Imp,1,2025,0.0
Atlantis,WN,HF_Imp,1,2026,0.0
Atlantis,WN,HF_Imp,1,2027,0.0
Atlantis,WN,HF_Imp,1,2028,0.0
Atlantis,WN,HF_Imp,1,2029,0.0
Atlantis,WN,HF_Imp,1,2030,0.0
Atlantis,WN,HF_Imp,1,2031,0.0
Atlantis,WN,HF_Imp,1,2032,0.0
Atlantis,WN,HF_Imp,1,2033,0.0
Atlantis,WN,HF_Imp,1,2034,0.0
Atlantis,WN,HF_Imp,1,2035,0.0
Atlantis,WN,HF_Imp,1,2036,0.0
Atlantis,WN,HF_Imp,1,2037,0.0
Atlantis,WN,HF_Imp,1,2038,0.0
Atlantis,WN,HF_Imp,1,2039,0.0
Atlantis,WN,HF_Imp,1,2040,0.0
Atlantis,WN,DS_Imp,1,2014,0.0
Atlantis,WN,DS_Imp,1,2015,0.0
Atlantis,WN,DS_Imp,1,2016,0.0
Atlantis,WN,DS_Imp,1,2017,0.0
Atlantis,WN,DS_Imp,1,2018,0.0
Atlantis,WN,DS_Imp,1,2019,0.0
