REGION,TECHNOLOGY,EMISSION,YEAR,value
Atlantis,HYDRO_MIN,Nox,2033,0.0
Atlantis,HYDRO_MIN,Nox,2034,0.0
Atlantis,HYDRO_MIN,Nox,2035,0.0
Atlantis,HYDRO_MIN,Nox,2036,0.0
Atlantis,HYDRO_MIN,Nox,2037,0.0
Atlantis,HYDRO_MIN,Nox,2038,0.0
Atlantis,HYDRO_MIN,Nox,2039,0.0
Atlantis,HYDRO_MIN,Nox,2040,0.0
Atlantis,DIESEL_GEN,CO2,2014,0.0
Atlantis,DIESEL_GEN,CO2,2015,0.0
Atlantis,DIESEL_GEN,CO2,2016,0.0
Atlantis,DIESEL_GEN,CO2,2017,0.0
Atlantis,DIESEL_GEN,CO2,2018,0.0
Atlantis,DIESEL_GEN,CO2,2019,0.0
Atlantis,DIESEL_GEN,CO2,2020,0.0
Atlantis,DIESEL_GEN,CO2,2021,0.0
Atlantis,DIESEL_GEN,CO2,2022,0.0
Atlantis,DIESEL_GEN,CO2,2023,0.0
Atlantis,DIESEL_GEN,CO2,2024,0.0
Atlantis,DIESEL_GEN,CO2,2025,0.0
Atlantis,DIESEL_GEN,CO2,2026,0.0
Atlantis,DIESEL_GEN,CO2,2027,0.0
Atlantis,DIESEL_GEN,CO2,2028,0.0
Atlantis,DIESEL_GEN,CO2,2029,0.0
Atlantis,DIESEL_GEN,CO2,2030,0.0
Atlantis,DIESEL_GEN,CO2,2031,0.0
Atlantis,DIESEL_GEN,CO2,2032,0.0
Atlantis,DIESEL_GEN,CO2,2033,0.0
Atlantis,DIESEL_GEN,CO2,2034,0.0
Atlantis,DIESEL_GEN,CO2,2035,0.0
Atlantis,DIESEL_GEN,CO2,2036,0.0
Atlantis,DIESEL_GEN,CO2,2037,0.0
Atlantis,DIESEL_GEN,CO2,2038,0.0
Atlantis,DIESEL_GEN,CO2,2039,0.0
Atlantis,DIESEL_GEN,CO2,2040,0.0
Atlantis,DIESEL_GEN,Nox,2014,0.0
Atlantis,DIESEL_GEN,Nox,2015,0.0
Atlantis,DIESEL_GEN,Nox,2016,0.0
Atlantis,DIESEL_GEN,Nox,2017,0.0
Atlantis,DIESEL_GEN,Nox,2018,0.0
Atlantis,DIESEL_GEN,Nox,2019,0.0
Atlantis,DIESEL_GEN,Nox,2020,0.0
Atlantis,DIESEL_GEN,Nox,2021,0.0
Atlantis,DIESEL_GEN,Nox,2022,0.0
Atlantis,DIESEL_GEN,Nox,2023,0.0
Atlantis,DIESEL_GEN,Nox,2024,0.0
Atlantis,DIESEL_GEN,Nox,2025,0.0
Atlantis,DIESEL_GEN,Nox,2026,0.0
Atlantis,DIESEL_GEN,Nox,2027,0.0
Atlantis,DIESEL_GEN,Nox,2028,0.0
Atlantis,DIESEL_GEN,Nox,2029,0.0
Atlantis,DIESEL_GEN,Nox,2030,0.0
Atlantis,DIESEL_GEN,Nox,2031,0.0
Atlantis,DIESEL_GEN,Nox,2032,0.0
Atlantis,DIESEL_GEN,Nox,2033,0.0
Atlantis,DIESEL_GEN,Nox,2034,0.0
Atlantis,DIESEL_GEN,Nox,2035,0.0
Atlantis,DIESEL_GEN,Nox,2036,0.0
Atlantis,DIESEL_GEN,Nox,2037,0.0
Atlantis,DIESEL_GEN,Nox,2038,0.0
Atlantis,DIESEL_GEN,Nox,2039,0.0
Atlantis,DIESEL_GEN,Nox,2040,0.0
Atlantis,CSP,CO2,2014,0.0
Atlantis,CSP,CO2,2015,0.0
Atlantis,CSP,CO2,2016,0.0
Atlantis,CSP,CO2,2017,0.0
Atlantis,CSP,CO2,2018,0.0
Atlantis,CSP,CO2,2019,0.0
Atlantis,CSP,CO2,2020,0.0
Atlantis,CSP,CO2,2021,0.0
Atlantis,CSP,CO2,2022,0.0
Atlantis,CSP,CO2,2023,0.0
Atlantis,CSP,CO2,2024,0.0
Atlantis,CSP,CO2,2025,0.0
Atlantis,CSP,CO2,2026,0.0
Atlantis,CSP,CO2,2027,0.0
Atlantis,CSP,CO2,2028,0.0
Atlantis,CSP,CO2,2029,0.0
Atlantis,CSP,CO2,2030,0.0
Atlantis,CSP,CO2,2031,0.0
Atlantis,CSP,CO2,2032,0.0
Atlantis,CSP,CO2,2033,0.0
Atlantis,CSP,CO2,2034,0.0
Atlantis,CSP,CO2,2035,0.0
Atlantis,CSP,CO2,2036,0.0
Atlantis,CSP,CO2,2037,0.0
Atlantis,CSP,CO2,2038,0.0
Atlantis,CSP,CO2,2039,0.0
Atlantis,CSP,CO2,2040,0.0
Atlantis,CSP,Nox,2014,0.0
Atlantis,CSP,Nox,2015,0.0
Atlantis,CSP,Nox,2016,0.0
Atlantis,CSP,Nox,2017,0.0
Atlantis,CSP,Nox,2018,0.0
Atlantis,CSP,Nox,2019,0.0
Atlantis,CSP,Nox,2020,0.0
Atlantis,CSP,Nox,2021,0.0
Atlantis,CSP,Nox,2022,0.0
Atlantis,CSP,Nox,2023,0.0
Atlantis,CSP,Nox,2024,0.0
Atlantis,CSP,Nox,2025,0.0
Atlantis,CSP,Nox,2026,0.0
Atlantis,CSP,Nox,2027,0.0
Atlantis,CSP,Nox,2028,0.0
Atlantis,CSP,Nox,2029,0.0
Atlantis,CSP,Nox,2030,0.0
Atlantis,CSP,Nox,2031,0.0
Atlantis,CSP,Nox,2032,0.0
Atlantis,CSP,Nox,2033,0.0
Atlantis,CSP,Nox,2034,0.0
Atlantis,CSP,Nox,2035,0.0
Atlantis,CSP,Nox,2036,0.0
Atlantis,CSP,Nox,2037,0.0
Atlantis,CSP,Nox,2038,0.0
Atlantis,CSP,Nox,2039,0.0
Atlantis,CSP,Nox,2040,0.0
Atlantis,PV_UTL,CO2,2014,0.0
Atlantis,PV_UTL,CO2,2015,0.0
Atlantis,PV_UTL,CO2,2016,0.0
Atlantis,PV_UTL,CO2,2017,0.0
Atlantis,PV_UTL,CO2,2018,0.0
Atlantis,PV_UTL,CO2,2019,0.0
Atlantis,PV_UTL,CO2,2020,0.0
Atlantis,PV_UTL,CO2,2021,0.0
Atlantis,PV_UTL,CO2,2022,0.0
Atlantis,PV_UTL,CO2,2023,0.0
Atlantis,PV_UTL,CO2,2024,0.0
Atlantis,PV_UTL,CO2,2025,0.0
Atlantis,PV_UTL,CO2,2026,0.0
Atlantis,PV_UTL,CO2,2027,0.0
Atlantis,PV_UTL,CO2,2028,0.0
Atlantis,PV_UTL,CO2,2029,0.0
Atlantis,PV_UTL,CO2,2030,0.0
Atlantis,PV_UTL,CO2,2031,0.0
Atlantis,PV_UTL,CO2,2032,0.0
Atlantis,PV_UTL,CO2,2033,0.0
Atlantis,PV_UTL,CO2,2034,0.0
Atlantis,PV_UTL,CO2,2035,0.0
Atlantis,PV_UTL,CO2,2036,0.0
Atlantis,PV_UTL,CO2,2037,0.0
Atlantis,PV_UTL,CO2,2038,0.0
Atlantis,PV_UTL,CO2,2039,0.0
Atlantis,PV_UTL,CO2,2040,0.0
Atlantis,PV_UTL,Nox,2014,0.0
Atlantis,PV_UTL,Nox,2015,0.0
Atlantis,PV_UTL,Nox,2016,0.0
Atlantis,PV_UTL,Nox,2017,0.0
Atlantis,PV_UTL,Nox,2018,0.0
Atlantis,PV_UTL,Nox,2019,0.0
Atlantis,PV_UTL,Nox,2020,0.0
Atlantis,PV_UTL,Nox,2021,0.0
Atlantis,PV_UTL,Nox,2022,0.0
Atlantis,PV_UTL,Nox,2023,0.0
Atlantis,PV_UTL,Nox,2024,0.0
Atlantis,PV_UTL,Nox,2025,0.0
Atlantis,PV_UTL,Nox,2026,0.0
Atlantis,PV_UTL,Nox,2027,0.0
Atlantis,PV_UTL,Nox,2028,0.0
Atlantis,PV_UTL,Nox,2029,0.0
Atlantis,PV_UTL,Nox,2030,0.0
Atlantis,PV_UTL,Nox,2031,0.0
Atlantis,PV_UTL,Nox,2032,0.0
Atlantis,PV_UTL,Nox,2033,0.0
Atlantis,PV_UTL,Nox,2034,0.0
Atlantis,PV_UTL,Nox,2035,0.0
Atlantis,PV_UTL,Nox,2036,0.0
Atlantis,PV_UTL,Nox,2037,0.0
Atlantis,PV_UTL,Nox,2038,0.0
Atlantis,PV_UTL,Nox,2039,0.0
Atlantis,PV_UTL,Nox,2040,0.0
Atlantis,PV_ROF,CO2,2014,0.0
Atlantis,PV_ROF,CO2,2015,0.0
Atlantis,PV_ROF,CO2,2016,0.0
Atlantis,PV_ROF,CO2,2017,0.0
Atlantis,PV_ROF,CO2,2018,0.0
Atlantis,PV_ROF,CO2,2019,0.0
Atlantis,PV_ROF,CO2,2020,0.0
Atlantis,PV_ROF,CO2,2021,0.0
Atlantis,PV_ROF,CO2,2022,0.0
Atlantis,PV_ROF,CO2,2023,0.0
Atlantis,PV_ROF,CO2,2024,0.0
Atlantis,PV_ROF,CO2,2025,0.0
Atlantis,PV_ROF,CO2,2026,0.0
Atlantis,PV_ROF,CO2,2027,0.0
Atlantis,PV_ROF,CO2,2028,0.0
Atlantis,PV_ROF,CO2,2029,0.0
Atlantis,PV_ROF,CO2,2030,0.0
Atlantis,PV_ROF,CO2,2031,0.0
Atlantis,PV_ROF,CO2,2032,0.0
Atlantis,PV_ROF,CO2,2033,0.0
Atlantis,PV_ROF,CO2,2034,0.0
Atlantis,PV_ROF,CO2,2035,0.0
Atlantis,PV_ROF,CO2,2036,0.0
Atlantis,PV_ROF,CO2,2037,0.0
Atlantis,PV_ROF,CO2,2038,0.0
Atlantis,PV_ROF,CO2,2039,0.0
Atlantis,PV_ROF,CO2,2040,0.0
Atlantis,PV_ROF,Nox,2014,0.0
Atlantis,PV_ROF,Nox,2015,0.0
Atlantis,PV_ROF,Nox,2016,0.0
Atlantis,PV_ROF,Nox,2017,0.0
Atlantis,PV_ROF,Nox,2018,0.0
Atlantis,PV_ROF,Nox,2019,0.0
Atlantis,PV_ROF,Nox,2020,0.0
Atlantis,PV_ROF,Nox,2021,0.0
Atlantis,PV_ROF,Nox,2022,0.0
Atlantis,PV_ROF,Nox,2023,0.0
Atlantis,PV_ROF,Nox,2024,0.0
Atlantis,PV_ROF,Nox,2025,0.0
Atlantis,PV_ROF,Nox,2026,0.0
Atlantis,PV_ROF,Nox,2027,0.0
Atlantis,PV_ROF,Nox,2028,0.0
Atlantis,PV_ROF,Nox,2029,0.0
Atlantis,PV_ROF,Nox,2030,0.0
Atlantis,PV_ROF,Nox,2031,0.0
Atlantis,PV_ROF,Nox,2032,0.0
Atlantis,PV_ROF,Nox,2033,0.0
Atlantis,PV_ROF,Nox,2034,0.0
Atlantis,PV_ROF,Nox,2035,0.0
Atlantis,PV_ROF,Nox,2036,0.0
Atlantis,PV_ROF,Nox,2037,0.0
Atlantis,PV_ROF,Nox,2038,0.0
Atlantis,PV_ROF,Nox,2039,0.0
Atlantis,PV_ROF,Nox,2040,0.0
Atlantis,WIND,CO2,2014,0.0
Atlantis,WIND,CO2,2015,0.0
Atlantis,WIND,CO2,2016,0.0
Atlantis,WIND,CO2,2017,0.0
Atlantis,WIND,CO2,2018,0.0
Atlantis,WIND,CO2,2019,0.0
Atlantis,WIND,CO2,2020,0.0
Atlantis,WIND,CO2,2021,0.0
Atlantis,WIND,CO2,2022,0.0
Atlantis,WIND,CO2,2023,0.0
Atlantis,WIND,CO2,2024,0.0
Atlantis,WIND,CO2,2025,0.0
Atlantis,WIND,CO2,2026,0.0
Atlantis,WIND,CO2,2027,0.0
Atlantis,WIND,CO2,2028,0.0
Atlantis,WIND,CO2,2029,0.0
Atlantis,WIND,CO2,2030,0.0
Atlantis,WIND,CO2,2031,0.0
Atlantis,WIND,CO2,2032,0.0
Atlantis,WIND,CO2,2033,0.0
Atlantis,WIND,CO2,2034,0.0
Atlantis,WIND,CO2,2035,0.0
Atlantis,WIND,CO2,2036,0.0
Atlantis,WIND,CO2,2037,0.0
Atlantis,WIND,CO2,2038,0.0
Atlantis,WIND,CO2,2039,0.0
Atlantis,WIND,CO2,2040,0.0
Atlantis,WIND,Nox,2014,0.0
Atlantis,WIND,Nox,2015,0.0
Atlantis,WIND,Nox,2016,0.0
Atlantis,WIND,Nox,2017,0.0
Atlantis,WIND,Nox,2018,0.0
Atlantis,WIND,Nox,2019,0.0
Atlantis,WIND,Nox,2020,0.0
Atlantis,WIND,Nox,2021,0.0
Atlantis,WIND,Nox,2022,0.0
Atlantis,WIND,Nox,2023,0.0
Atlantis,WIND,Nox,2024,0.0
Atlantis,WIND,Nox,2025,0.0
Atlantis,WIND,Nox,2026,0.0
Atlantis,WIND,Nox,2027,0.0
Atlantis,WIND,Nox,2028,0.0
Atlantis,WIND,Nox,2029,0.0
Atlantis,WIND,Nox,2030,0.0
Atlantis,WIND,Nox,2031,0.0
Atlantis,WIND,Nox,2032,0.0
Atlantis,WIND,Nox,2033,0.0
Atlantis,WIND,Nox,2034,0.0
Atlantis,WIND,Nox,2035,0.0
Atlantis,WIND,Nox,2036,0.0
Atlantis,WIND,Nox,2037,0.0
Atlantis,WIND,Nox,2038,0.0
Atlantis,WIND,Nox,2039,0.0
Atlantis,WIND,Nox,2040,0.0
Atlantis,NGCC,CO2,2014,0.0
Atlantis,NGCC,CO2,2015,0.0
Atlantis,NGCC,CO2,2016,0.0
Atlantis,NGCC,CO2,2017,0.0
Atlantis,NGCC,CO2,2018,0.0
Atlantis,NGCC,CO2,2019,0.0
Atlantis,NGCC,CO2,2020,0.0
Atlantis,NGCC,CO2,2021,0.0
Atlantis,NGCC,CO2,2022,0.0
Atlantis,NGCC,CO2,2023,0.0
Atlantis,NGCC,CO2,2024,0.0
Atlantis,NGCC,CO2,2025,0.0
Atlantis,NGCC,CO2,2026,0.0
Atlantis,NGCC,CO2,2027,0.0
Atlantis,NGCC,CO2,2028,0.0
Atlantis,NGCC,CO2,2029,0.0
Atlantis,NGCC,CO2,2030,0.0
Atlantis,NGCC,CO2,2031,0.0
Atlantis,NGCC,CO2,2032,0.0
Atlantis,NGCC,CO2,2033,0.0
Atlantis,NGCC,CO2,2034,0.0
Atlantis,NGCC,CO2,2035,0.0
Atlantis,NGCC,CO2,2036,0.0
Atlantis,NGCC,CO2,2037,0.0
Atlantis,NGCC,CO2,2038,0.0
Atlantis,NGCC,CO2,2039,0.0
Atlantis,NGCC,CO2,2040,0.0
Atlantis,NGCC,Nox,2014,0.0
Atlantis,NGCC,Nox,2015,0.0
Atlantis,NGCC,Nox,2016,0.0
Atlantis,NGCC,Nox,2017,0.0
Atlantis,NGCC,Nox,2018,0.0
Atlantis,NGCC,Nox,2019,0.0
Atlantis,NGCC,Nox,2020,0.0
Atlantis,NGCC,Nox,2021,0.0
Atlantis,NGCC,Nox,2022,0.0
Atlantis,NGCC,Nox,2023,0.0
Atlantis,NGCC,Nox,2024,0.0
Atlantis,NGCC,Nox,2025,0.0
Atlantis,NGCC,Nox,2026,0.0
Atlantis,NGCC,Nox,2027,0.0
Atlantis,NGCC,Nox,2028,0.0
Atlantis,NGCC,Nox,2029,0.0
Atlantis,NGCC,Nox,2030,0.0
Atlantis,NGCC,Nox,2031,0.0
Atlantis,NGCC,Nox,2032,0.0
Atlantis,NGCC,Nox,2033,0.0
Atlantis,NGCC,Nox,2034,0.0
Atlantis,NGCC,Nox,2035,0.0
Atlantis,NGCC,Nox,2036,0.0
Atlantis,NGCC,Nox,2037,0.0
Atlantis,NGCC,Nox,2038,0.0
Atlantis,NGCC,Nox,2039,0.0
Atlantis,NGCC,Nox,2040,0.0
Atlantis,NUCLEAR,CO2,2014,0.0
Atlantis,NUCLEAR,CO2,2015,0.0
Atlantis,NUCLEAR,CO2,2016,0.0
Atlantis,NUCLEAR,CO2,2017,0.0
Atlantis,NUCLEAR,CO2,2018,0.0
Atlantis,NUCLEAR,CO2,2019,0.0
Atlantis,NUCLEAR,CO2,2020,0.0
Atlantis,NUCLEAR,CO2,2021,0.0
Atlantis,NUCLEAR,CO2,2022,0.0
Atlantis,NUCLEAR,CO2,2023,0.0
Atlantis,NUCLEAR,CO2,2024,0.0
Atlantis,NUCLEAR,CO2,2025,0.0
Atlantis,NUCLEAR,CO2,2026,0.0
Atlantis,NUCLEAR,CO2,2027,0.0
Atlantis,NUCLEAR,CO2,2028,0.0
Atlantis,NUCLEAR,CO2,2029,0.0
Atlantis,NUCLEAR,CO2,2030,0.0
Atlantis,NUCLEAR,CO2,2031,0.0
Atlantis,NUCLEAR,CO2,2032,0.0
Atlantis,NUCLEAR,CO2,2033,0.0
Atlantis,NUCLEAR,CO2,2034,0.0
Atlantis,NUCLEAR,CO2,2035,0.0
Atlantis,NUCLEAR,CO2,2036,0.0
Atlantis,NUCLEAR,CO2,2037,0.0
Atlantis,NUCLEAR,CO2,2038,0.0
Atlantis,NUCLEAR,CO2,2039,0.0
Atlantis,NUCLEAR,CO2,2040,0.0
Atlantis,NUCLEAR,Nox,2014,0.0
Atlantis,NUCLEAR,Nox,2015,0.0
Atlantis,NUCLEAR,Nox,2016,0.0
Atlantis,NUCLEAR,Nox,2017,0.0
Atlantis,NUCLEAR,Nox,2018,0.0
Atlantis,NUCLEAR,Nox,2019,0.0
Atlantis,NUCLEAR,Nox,2020,0.0
Atlantis,NUCLEAR,Nox,2021,0.0
Atlantis,NUCLEAR,Nox,2022,0.0
Atlantis,NUCLEAR,Nox,2023,0.0
Atlantis,NUCLEAR,Nox,2024,0.0
Atlantis,NUCLEAR,Nox,2025,0.0
Atlantis,NUCLEAR,Nox,2026,0.0
Atlantis,NUCLEAR,Nox,2027,0.0
Atlantis,NUCLEAR,Nox,2028,0.0
Atlantis,NUCLEAR,Nox,2029,0.0
Atlantis,NUCLEAR,Nox,2030,0.0
Atlantis,NUCLEAR,Nox,2031,0.0
Atlantis,NUCLEAR,Nox,2032,0.0
Atlantis,NUCLEAR,Nox,2033,0.0
Atlantis,NUCLEAR,Nox,2034,0.0
Atlantis,NUCLEAR,Nox,2035,0.0
Atlantis,NUCLEAR,Nox,2036,0.0
Atlantis,NUCLEAR,Nox,2037,0.0
Atlantis,NUCLEAR,Nox,2038,0.0
Atlantis,NUCLEAR,Nox,2039,0.0
Atlantis,NUCLEAR,Nox,2040,0.0
Atlantis,TRANS,CO2,2014,0.0
Atlantis,TRANS,CO2,2015,0.0
Atlantis,TRANS,CO2,2016,0.0
Atlantis,TRANS,CO2,2017,0.0
Atlantis,TRANS,CO2,2018,0.0
Atlantis,TRANS,CO2,2019,0.0
Atlantis,TRANS,CO2,2020,0.0
Atlantis,TRANS,CO2,2021,0.0
Atlantis,TRANS,CO2,2022,0.0
Atlantis,TRANS,CO2,2023,0.0
Atlantis,TRANS,CO2,2024,0.0
Atlantis,TRANS,CO2,2025,0.0
Atlantis,TRANS,CO2,2026,0.0
Atlantis,TRANS,CO2,2027,0.0
Atlantis,TRANS,CO2,2028,0.0
Atlantis,TRANS,CO2,2029,0.0
Atlantis,TRANS,CO2,2030,0.0
Atlantis,TRANS,CO2,2031,0.0
Atlantis,TRANS,CO2,2032,0.0
Atlantis,TRANS,CO2,2033,0.0
Atlantis,TRANS,CO2,2034,0.0
Atlantis,TRANS,CO2,2035,0.0
Atlantis,TRANS,CO2,2036,0.0
Atlantis,TRANS,CO2,2037,0.0
Atlantis,TRANS,CO2,2038,0.0
Atlantis,TRANS,CO2,2039,0.0
Atlantis,TRANS,CO2,2040,0.0
Atlantis,TRANS,Nox,2014,0.0
Atlantis,TRANS,Nox,2015,0.0
Atlantis,TRANS,Nox,2016,0.0
Atlantis,TRANS,Nox,2017,0.0
Atlantis,TRANS,Nox,2018,0.0
Atlantis,TRANS,Nox,2019,0.0
Atlantis,TRANS,Nox,2020,0.0
Atlantis,TRANS,Nox,2021,0.0
Atlantis,TRANS,Nox,2022,0.0
Atlantis,TRANS,Nox,2023,0.0
Atlantis,TRANS,Nox,2024,0.0
Atlantis,TRANS,Nox,2025,0.0
Atlantis,TRANS,Nox,2026,0.0
Atlantis,TRANS,Nox,2027,0.0
Atlantis,TRANS,Nox,2028,0.0
Atlantis,TRANS,Nox,2029,0.0
Atlantis,TRANS,Nox,2030,0.0
Atlantis,TRANS,Nox,2031,0.0
Atlantis,TRANS,Nox,2032,0.0
Atlantis,TRANS,Nox,2033,0.0
Atlantis,TRANS,Nox,2034,0.0
Atlantis,TRANS,Nox,2035,0.0
Atlantis,TRANS,Nox,2036,0.0
Atlantis,TRANS,Nox,2037,0.0
Atlantis,TRANS,Nox,2038,0.0
Atlantis,TRANS,Nox,2039,0.0
Atlantis,TRANS,Nox,2040,0.0
Atlantis,DIST_IND,CO2,2014,0.0
Atlantis,DIST_IND,CO2,2015,0.0
Atlantis,DIST_IND,CO2,2016,0.0
Atlantis,DIST_IND,CO2,2017,0.0
Atlantis,DIST_IND,CO2,2018,0.0
Atlantis,DIST_IND,CO2,2019,0.0
Atlantis,DIST_IND,CO2,2020,0.0
Atlantis,DIST_IND,CO2,2021,0.0
Atlantis,DIST_IND,CO2,2022,0.0
Atlantis,DIST_IND,CO2,2023,0.0
Atlantis,DIST_IND,CO2,2024,0.0
Atlantis,DIST_IND,CO2,2025,0.0
Atlantis,DIST_IND,CO2,2026,0.0
Atlantis,DIST_IND,CO2,2027,0.0
Atlantis,DIST_IND,CO2,2028,0.0
Atlantis,DIST_IND,CO2,2029,0.0
Atlantis,DIST_IND,CO2,2030,0.0
Atlantis,DIST_IND,CO2,2031,0.0
Atlantis,DIST_IND,CO2,2032,0.0
Atlantis,DIST_IND,CO2,2033,0.0
Atlantis,DIST_IND,CO2,2034,0.0
Atlantis,DIST_IND,CO2,2035,0.0
Atlantis,DIST_IND,CO2,2036,0.0
Atlantis,DIST_IND,CO2,2037,0.0
Atlantis,DIST_IND,CO2,2038,0.0
Atlantis,DIST_IND,CO2,2039,0.0
Atlantis,DIST_IND,CO2,2040,0.0
Atlantis,DIST_IND,Nox,2014,0.0
Atlantis,DIST_IND,Nox,2015,0.0
Atlantis,DIST_IND,Nox,2016,0.0
Atlantis,DIST_IND,Nox,2017,0.0
Atlantis,DIST_IND,Nox,2018,0.0
Atlantis,DIST_IND,Nox,2019,0.0
Atlantis,DIST_IND,Nox,2020,0.0
Atlantis,DIST_IND,Nox,2021,0.0
Atlantis,DIST_IND,Nox,2022,0.0
Atlantis,DIST_IND,Nox,2023,0.0
Atlantis,DIST_IND,Nox,2024,0.0
Atlantis,DIST_IND,Nox,2025,0.0
Atlantis,DIST_IND,Nox,2026,0.0
Atlantis,DIST_IND,Nox,2027,0.0
Atlantis,DIST_IND,Nox,2028,0.0
Atlantis,DIST_IND,Nox,2029,0.0
Atlantis,DIST_IND,Nox,2030,0.0
Atlantis,DIST_IND,Nox,2031,0.0
Atlantis,DIST_IND,Nox,2032,0.0
Atlantis,DIST_IND,Nox,2033,0.0
Atlantis,DIST_IND,Nox,2034,0.0
Atlantis,DIST_IND,Nox,2035,0.0
Atlantis,DIST_IND,Nox,2036,0.0
Atlantis,DIST_IND,Nox,2037,0.0
Atlantis,DIST_IND,Nox,2038,0.0
Atlantis,DIST_IND,Nox,2039,0.0
Atlantis,DIST_IND,Nox,2040,0.0
Atlantis,DIST_TRA,CO2,2014,0.0
Atlantis,DIST_TRA,CO2,2015,0.0
Atlantis,DIST_TRA,CO2,2016,0.0
Atlantis,DIST_TRA,CO2,2017,0.0
Atlantis,DIST_TRA,CO2,2018,0.0
Atlantis,DIST_TRA,CO2,2019,0.0
Atlantis,DIST_TRA,CO2,2020,0.0
Atlantis,DIST_TRA,CO2,2021,0.0
Atlantis,DIST_TRA,CO2,2022,0.0
Atlantis,DIST_TRA,CO2,2023,0.0
Atlantis,DIST_TRA,CO2,2024,0.0
Atlantis,DIST_TRA,CO2,2025,0.0
Atlantis,DIST_TRA,CO2,2026,0.0
Atlantis,DIST_TRA,CO2,2027,0.0
Atlantis,DIST_TRA,CO2,2028,0.0
Atlantis,DIST_TRA,CO2,2029,0.0
Atlantis,DIST_TRA,CO2,2030,0.0
Atlantis,DIST_TRA,CO2,2031,0.0
Atlantis,DIST_TRA,CO2,2032,0.0
Atlantis,DIST_TRA,CO2,2033,0.0
Atlantis,DIST_TRA,CO2,2034,0.0
Atlantis,DIST_TRA,CO2,2035,0.0
Atlantis,DIST_TRA,CO2,2036,0.0
Atlantis,DIST_TRA,CO2,2037,0.0
Atlantis,DIST_TRA,CO2,2038,0.0
Atlantis,DIST_TRA,CO2,2039,0.0
Atlantis,DIST_TRA,CO2,2040,0.0
Atlantis,DIST_TRA,Nox,2014,0.0
Atlantis,DIST_TRA,Nox,2015,0.0
Atlantis,DIST_TRA,Nox,2016,0.0
Atlantis,DIST_TRA,Nox,2017,0.0
Atlantis,DIST_TRA,Nox,2018,0.0
Atlantis,DIST_TRA,Nox,2019,0.0
Atlantis,DIST_TRA,Nox,2020,0.0
Atlantis,DIST_TRA,Nox,2021,0.0
Atlantis,DIST_TRA,Nox,2022,0.0
Atlantis,DIST_TRA,Nox,2023,0.0
Atlantis,DIST_TRA,Nox,2024,0.0
Atlantis,DIST_TRA,Nox,2025,0.0
Atlantis,DIST_TRA,Nox,2026,0.0
Atlantis,DIST_TRA,Nox,2027,0.0
Atlantis,DIST_TRA,Nox,2028,0.0
Atlantis,DIST_TRA,Nox,2029,0.0
Atlantis,DIST_TRA,Nox,2030,0.0
Atlantis,DIST_TRA,Nox,2031,0.0
Atlantis,DIST_TRA,Nox,2032,0.0
Atlantis,DIST_TRA,Nox,2033,0.0
Atlantis,DIST_TRA,Nox,2034,0.0
Atlantis,DIST_TRA,Nox,2035,0.0
Atlantis,DIST_TRA,Nox,2036,0.0
Atlantis,DIST_TRA,Nox,2037,0.0
Atlantis,DIST_TRA,Nox,2038,0.0
Atlantis,DIST_TRA,Nox,2039,0.0
Atlantis,DIST_TRA,Nox,2040,0.0
Atlantis,DIST_RES,CO2,2014,0.0
Atlantis,DIST_RES,CO2,2015,0.0
Atlantis,DIST_RES,CO2,2016,0.0
Atlantis,DIST_RES,CO2,2017,0.0
Atlantis,DIST_RES,CO2,2018,0.0
Atlantis,DIST_RES,CO2,2019,0.0
Atlantis,DIST_RES,CO2,2020,0.0
Atlantis,DIST_RES,CO2,2021,0.0
Atlantis,DIST_RES,CO2,2022,0.0
Atlantis,DIST_RES,CO2,2023,0.0
Atlantis,DIST_RES,CO2,2024,0.0
Atlantis,DIST_RES,CO2,2025,0.0
Atlantis,DIST_RES,CO2,2026,0.0
Atlantis,DIST_RES,CO2,2027,0.0
Atlantis,DIST_RES,CO2,2028,0.0
Atlantis,DIST_RES,CO2,2029,0.0
Atlantis,DIST_RES,CO2,2030,0.0
Atlantis,DIST_RES,CO2,2031,0.0
Atlantis,DIST_RES,CO2,2032,0.0
Atlantis,DIST_RES,CO2,2033,0.0
Atlantis,DIST_RES,CO2,2034,0.0
Atlantis,DIST_RES,CO2,2035,0.0
Atlantis,DIST_RES,CO2,2036,0.0
Atlantis,DIST_RES,CO2,2037,0.0
Atlantis,DIST_RES,CO2,2038,0.0
Atlantis,DIST_RES,CO2,2039,0.0
Atlantis,DIST_RES,CO2,2040,0.0
Atlantis,DIST_RES,Nox,2014,0.0
Atlantis,DIST_RES,Nox,2015,0.0
Atlantis,DIST_RES,Nox,2016,0.0
Atlantis,DIST_RES,Nox,2017,0.0
Atlantis,DIST_RES,Nox,2018,0.0
Atlantis,DIST_RES,Nox,2019,0.0
Atlantis,DIST_RES,Nox,2020,0.0
Atlantis,DIST_RES,Nox,2021,0.0
Atlantis,DIST_RES,Nox,2022,0.0
Atlantis,DIST_RES,Nox,2023,0.0
Atlantis,DIST_RES,Nox,2024,0.0
Atlantis,DIST_RES,Nox,2025,0.0
Atlantis,DIST_RES,Nox,2026,0.0
Atlantis,DIST_RES,Nox,2027,0.0
Atlantis,DIST_RES,Nox,2028,0.0
Atlantis,DIST_RES,Nox,2029,0.0
Atlantis,DIST_RES,Nox,2030,0.0
