REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,value
Cuba,EXPORT02,1,2032,1000.0
Cuba,EXPORT02,1,2033,1000.0
Cuba,EXPORT02,1,2034,1000.0
Cuba,EXPORT02,1,2035,1000.0
Cuba,EXPORT02,1,2036,1000.0
Cuba,EXPORT02,1,2037,1000.0
Cuba,EXPORT02,1,2038,1000.0
Cuba,EXPORT02,1,2039,1000.0
Cuba,EXPORT02,1,2040,1000.0
Cuba,EXPORT02,1,2041,1000.0
Cuba,EXPORT02,1,2042,1000.0
Cuba,EXPORT02,1,2043,1000.0
Cuba,EXPORT02,1,2044,1000.0
Cuba,EXPORT02,1,2045,1000.0
Cuba,EXPORT02,1,2046,1000.0
Cuba,EXPORT02,1,2047,1000.0
Cuba,EXPORT02,1,2048,1000.0
Cuba,EXPORT02,1,2049,1000.0
Cuba,EXPORT02,1,2050,1000.0
